time_stamp,humidity,temperature,pm2.5_alt,local_datetime,Date,PM2.5_corrected
2023-07-13T15:00:00Z,65.267,90.834,12.5,2023-07-13T11:00:00Z,2023-07-13,6.673984600000001
2023-07-13T16:00:00Z,56.267,93.267,11.8,2023-07-13T12:00:00Z,2023-07-13,7.0829846
2023-07-13T17:00:00Z,49.1,95.133,10.9,2023-07-13T13:00:00Z,2023-07-13,7.22918
2023-07-13T18:00:00Z,45.867,94.333,10.2,2023-07-13T14:00:00Z,2023-07-13,7.1410646
2023-07-13T19:00:00Z,48.666,92.8,10.7,2023-07-13T15:00:00Z,2023-07-13,7.1617908
2023-07-13T20:00:00Z,52.767,91.1,10.7,2023-07-13T16:00:00Z,2023-07-13,6.8082845999999995
2023-07-13T21:00:00Z,57.867,90.133,11,2023-07-13T17:00:00Z,2023-07-13,6.5258646
2023-07-13T22:00:00Z,61.666,90.166,11.1,2023-07-13T18:00:00Z,2023-07-13,6.2507908
2023-07-13T23:00:00Z,63.667,87.8,7.2,2023-07-13T19:00:00Z,2023-07-13,4.0347046
2023-07-14T00:00:00Z,90.433,82.666,5.6,2023-07-13T20:00:00Z,2023-07-13,0.8890753999999994
2023-07-14T01:00:00Z,97.267,80.666,4.7,2023-07-13T21:00:00Z,2023-07-13,-0.1716154000000003
2023-07-14T02:00:00Z,100,78.4,5,2023-07-13T22:00:00Z,2023-07-13,-0.2499999999999991
2023-07-14T03:00:00Z,100,76.934,5.1,2023-07-13T23:00:00Z,2023-07-13,-0.19759999999999955
2023-07-14T04:00:00Z,100,76.633,5.4,2023-07-14T00:00:00Z,2023-07-14,-0.0403999999999991
2023-07-14T05:00:00Z,100,76.167,5.5,2023-07-14T01:00:00Z,2023-07-14,0.012000000000000455
2023-07-14T06:00:00Z,100,75.3,5.3,2023-07-14T02:00:00Z,2023-07-14,-0.09279999999999866
2023-07-14T07:00:00Z,100,74.633,4.8,2023-07-14T03:00:00Z,2023-07-14,-0.3547999999999991
2023-07-14T08:00:00Z,100,74.333,4.3,2023-07-14T04:00:00Z,2023-07-14,-0.6167999999999996
2023-07-14T09:00:00Z,100,73.367,3.9,2023-07-14T05:00:00Z,2023-07-14,-0.8263999999999996
2023-07-14T10:00:00Z,100,73.1,3.7,2023-07-14T06:00:00Z,2023-07-14,-0.9311999999999987
2023-07-14T11:00:00Z,100,73.834,3.6,2023-07-14T07:00:00Z,2023-07-14,-0.9835999999999991
2023-07-14T12:00:00Z,100,76.3,4.5,2023-07-14T08:00:00Z,2023-07-14,-0.5119999999999987
2023-07-14T13:00:00Z,100,79.6,5.5,2023-07-14T09:00:00Z,2023-07-14,0.012000000000000455
