date,Generator,Pressure_mean,Avg.Wind.Speed_mean,AQI_adj_mean,PM1_mean,PM2.5_Dyson,PM10_mean,Temp_mean,Humidity_mean,AQI_mean,Rain_sum,sinWind,cosWind,elevated_hours,ShipAnthem of the Seas,ShipNorwegian Gem,ShipQueen Mary 2,ShipNorwegian Getaway,ShipQueen Victoria,ShipNorwegian Prima,ShipMS Rotterdam,ShipAmera,ShipNorwegian Sun,ShipViking Octantis,ShipCosta Deliziosa,ShipMSC Meraviglia,ShipNorwegian Breakaway,ShipNorwegian Dawn,ShipNorwegian Epic,ShipOcean Explorer,ShipEnchantment of the Seas,ShipLiberty of the Seas,ShipCelebrity Summit,ShipOasis of the Seas,ShipNorwegian Joy,ShipViking Polaris,ShipMarella Discovery,ShipSeven Seas Navigator,ShipSilver Shadow,ShipViking Saturn,ShipCarnival Venezia,ShipViking Neptune,ShipCaribbean Princess,ShipInsignia,ShipCoral Princess,ShipNorwegian Escape,ShipViking Star,ShipSeabourn Quest,ShipEmerald Princess,ShipJewel of the Seas,ShipVista,ShipSeven Seas Mariner,ShipAurora,ShipMein Schiff 6,ShipExplora I,ShipCrystal Serenity,ShipDisney Dream,ShipPacific World,ShipSilver Endeavour,ShipSpirit of Discovery,ShipThe World,ShipNorwegian Sky,ShipBalmoral,ShipMS Europa 2,ShipMS Europa,ShipArtania,ShipNorwegian Jade,ShipSilver Nova,TerminalCLCP,TerminalMCT,TerminalBCT,LineRoyal Caribbean,LineNorwegian Cruise Line,LineCunard,LineHolland America Line,LinePhoenix Reisen Cruises,LineViking Expedition Cruises,LineCosta Cruises,LineMSC Cruises,LineVantage Travel,LineCelebrity Cruises,LineMarella Cruises,LineRegent Seven Seas,LineSilversea Cruises,LineViking Ocean Cruises,LineCarnival Cruise Line,LinePrincess Cruises,LineOceania Cruises,LineViking Expeditions,LineSeabourn,LineP&O Cruises,LineTUI Cruises,LineExplora Journeys,LineCrystal Cruises,LineDisney Cruise Line,LinePeaceboat,LineSaga Cruises,LineThe World Resident Holdings,LineFred Olsen Cruise Lines,LineHapag-Lloyd Cruises,dayofweek,Ships,PM2.5_corrected
2023-08-10T00:00:00Z,3,29.706145833333334,2.84375,49.197916666666664,17.802083333333332,25.88541666666667,27.947916666666664,72.94791666666667,83.15625,80.17708333333334,0.6100000000000001,0.7838497553818369,-0.6209505302259066,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2.300133333333334
2023-08-11T00:00:00Z,0,29.77875,4.645833333333333,48.55208333333333,16.895833333333336,24.8125,25.979166666666668,76.47916666666666,69.96875,77.78125,0,0.7002152983998774,-0.7139317445573986,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3.576618208333334
2023-08-12T00:00:00Z,0,29.887395833333333,4.895833333333336,42.76041666666667,15.447916666666666,22.041666666666668,23.354166666666668,77.0625,70.45833333333334,71.51041666666666,0.06999999999999999,-0.6476683956646295,-0.7619223380746917,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1.4549886500000002
2023-08-13T00:00:00Z,3,29.8884375,3.979166666666666,18.8125,7.458333333333333,9.385416666666664,10.0625,79.65625,71.27083333333333,36.239583333333336,0.4000000000000001,0.9906421833944727,-0.1364846675617151,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0.33001795000000056
2023-08-14T00:00:00Z,1,29.956145833333334,3.96875,23.083333333333332,9.760416666666668,11.53125,12.114583333333334,78.14583333333334,68.875,45.97916666666667,0,0.4591438823966887,-0.8883619168208955,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.2264484583333339
2023-08-15T00:00:00Z,1,29.788645833333334,5.625,27.708333333333336,11.239583333333332,13.90625,14.59375,76.69791666666667,83.05208333333334,53.70833333333333,0.6900000000000001,-0.8360635746934677,-0.5486325720104307,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,-1.2303166666666658
2023-08-16T00:00:00Z,1,29.917395833333334,4.697916666666666,17.645833333333332,7.510416666666666,8.78125,9.385416666666666,75.84375,82.46875,36.135416666666664,0.41000000000000003,0.9778468190376074,-0.20932175830054744,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0.5700437166666672
2023-08-17T00:00:00Z,2,29.9428125,6.6875,20.270833333333332,8.25,10.145833333333334,10.885416666666666,72.91666666666667,92.98958333333334,41.46875,0,0.9736129365581908,-0.2282057180846621,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,2,0.8262620500000005
2023-08-18T00:00:00Z,0,29.769270833333334,6.927083333333332,17.32291666666666,6.375,8.63541666666667,9.47916666666667,74.58333333333333,71.41666666666669,32.98958333333333,1.26,0.24966355373790414,-0.9683326442576232,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,2.246192566666667
2023-08-19T00:00:00Z,2,29.978958333333335,7.677083333333334,31.25,10.604166666666668,15.65625,16.395833333333336,70.73958333333334,58.71875,57.98958333333333,0,0.9454451549211168,0.32578130553514806,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,3.296428591666667
2023-08-20T00:00:00Z,2,30.09177083333333,3.65625,41.44791666666667,14.4375,20.885416666666664,21.927083333333332,76.25,58.65625,69.53125,0,-0.6328024928804772,-0.7743132473387329,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4.368518266666667
2023-08-21T00:00:00Z,1,30.046666666666667,4.03125,58.55208333333333,21.760416666666664,32.8125,36.85416666666667,80.33333333333334,65.57291666666666,94.9375,0,-0.789421290301774,-0.6138517951576605,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6.725975641666667
2023-08-22T00:00:00Z,1,30.072395833333335,9.770833333333336,29.385416666666654,10.822916666666668,15.25,16.395833333333336,74.52083333333333,57.239583333333336,55.71875,0,-0.23892726841154877,0.9710374660173497,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2.112088458333334
2023-08-23T00:00:00Z,2,30.1171875,6.739583333333334,10.0625,4.083333333333334,5.010416666666667,5.40625,72.82291666666666,54.5625,20.989583333333332,0,0.46285839340383994,0.8864322352304298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1.8646708333333337
2023-08-24T00:00:00Z,2,30.05625,6.333333333333333,13.25,5.166666666666666,6.65625,7.239583333333332,68.47916666666667,85.21875,27.45833333333333,0.060000000000000005,-0.9803803947368125,-0.19711489445420355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0.08047442500000059
2023-08-25T00:00:00Z,0,29.88885416666667,5.614583333333335,16.875,6.447916666666666,8.44791666666667,9.90625,71.83333333333333,96.46875,34.1875,0.53,0.006233508859117407,0.9999805714949183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,-0.12997333333333266
2023-08-26T00:00:00Z,0,29.842083333333335,3.0625,30.10416666666666,11.75,15.0625,16.20833333333333,78.23958333333334,78.57291666666667,55.59375,0.20000000000000004,0.6257893325822557,-0.7799921225411542,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1.1872900666666673
2023-08-27T00:00:00Z,3,29.92385416666667,5.34375,17.260416666666664,7.041666666666667,8.645833333333332,9.083333333333332,76.97916666666666,67.61458333333334,35.76041666666667,0,-0.5817466301404984,-0.8133700623456547,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,-0.3779227499999994
2023-08-28T00:00:00Z,0,30.04,5.260416666666668,33.71875,12.88541666666667,17.21875,18.041666666666664,70.69791666666667,85.8125,60.34375,0,0.9999914276149912,0.004140615477416711,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1.4978379500000008
2023-08-29T00:00:00Z,0,29.944791666666667,4.520833333333334,15.197916666666666,6.333333333333333,7.59375,8.166666666666668,72.625,85.52083333333334,31.65625,0,-0.9456575012665249,0.3251644050297518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.9693964083333342
2023-08-30T00:00:00Z,3,29.741145833333334,6.104166666666666,14.4375,5.583333333333333,7.260416666666666,7.635416666666666,75.26041666666666,77.09375,29.552083333333336,0.18,0.3864951560670344,-0.9222914367686164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1.5008666000000006
2023-08-31T00:00:00Z,1,29.9396875,10.489583333333332,4.65625,1.96875,2.3229166666666674,2.5520833333333326,70.97916666666666,57.17708333333333,9.625,0,-0.1767771530195968,-0.984250902041896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0.5487044833333337
2023-09-01T00:00:00Z,0,30.249895833333333,6.989583333333332,4.552083333333333,1.8958333333333324,2.3020833333333335,2.59375,70.21875,53.270833333333336,9.114583333333334,0,0.2683558419079354,-0.9633198545207522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0.6657095500000003
2023-09-02T00:00:00Z,1,30.17760416666667,5.572916666666665,10.770833333333332,4.510416666666666,5.427083333333334,5.895833333333334,69.40625,68.65625,22.416666666666664,0,0.48839254346296357,0.87262404475798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1.266042816666667
2023-09-03T00:00:00Z,2,29.9525,3.875,28.802083333333332,11.635416666666664,14.4375,15.041666666666666,78.04166666666666,67.97916666666667,54.35416666666666,0,-0.8217537925221116,-0.569842701519925,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3.150626858333334
2023-09-04T00:00:00Z,3,29.879375,2.5833333333333335,50.82291666666667,19.40625,26.364583333333336,27.729166666666668,81.34375,69.86458333333334,80.91666666666666,0,-0.6638245730095829,0.7478883180453115,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4.3419059
2023-09-05T00:00:00Z,1,29.923750000000002,3.7083333333333326,55.16666666666667,21.333333333333336,29.385416666666664,31.677083333333336,84.82291666666666,68.0625,87.57291666666666,0,0.5317597449513892,-0.8468952554178312,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4.838891600000001
2023-09-06T00:00:00Z,3,29.8534375,2.677083333333334,52,20.78125,28.04166666666667,30.541666666666664,86.77083333333334,63.58333333333333,84.875,0,-0.37694839718862383,-0.9262342607876949,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,3,4.162775516666668
2023-09-07T00:00:00Z,2,29.819895833333334,4.979166666666668,48.36458333333334,19.66666666666667,25.80208333333333,27.583333333333332,84.625,64.42708333333334,78.25,0,0.21945466799406363,0.9756226979194443,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2.968794508333334
2023-09-08T00:00:00Z,1,29.9421875,3.375,40.260416666666664,15.958333333333332,22.177083333333332,24.958333333333336,78.07291666666667,79.53125,70.36458333333333,0.07999999999999999,0.4313187221145918,0.9021996231175424,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1.557540708333334
2023-09-09T00:00:00Z,0,30.075208333333332,3.1979166666666674,55.23958333333333,21.0625,30.270833333333336,33.30208333333333,77.15625,88.70833333333334,88.52083333333334,0.02,0.6633364913932027,0.748321253998679,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0.49643795000000096
2023-09-10T00:00:00Z,3,30.094583333333333,3.166666666666667,33.39583333333332,12.479166666666666,17.60416666666666,19.229166666666664,74.05208333333333,90.04166666666666,57.96875,1.6200000000000003,-0.982623984665581,0.1856073941413327,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,-0.6552239749999993
2023-09-11T00:00:00Z,1,30.004270833333333,3.875,24.958333333333336,9.666666666666666,12.489583333333332,13.3125,76.29166666666667,86.72916666666666,47.572916666666664,1.93,0.7211573537932491,0.6927712978104091,10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-0.4331382666666661
2023-09-12T00:00:00Z,1,29.992395833333333,5.322916666666667,17.8125,7.354166666666668,8.916666666666666,9.375,75.54166666666666,81.19791666666667,36.71875,0,-0.5895898761086014,-0.8077027782484372,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.7762627583333337
2023-09-13T00:00:00Z,1,29.928020833333335,4.375,17.177083333333336,7.09375,8.583333333333332,9.135416666666668,74.97916666666667,83.72916666666666,35.6875,0.17,-0.6897793238073521,0.7240196713127842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0.31764147500000056
2023-09-14T00:00:00Z,1,30.032708333333332,9.541666666666668,6.53125,2.78125,3.333333333333335,3.541666666666665,71.23958333333333,62.94791666666667,13.67708333333334,0,0.7451332645574127,0.6669156003948422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0.8528155166666672
2023-09-15T00:00:00Z,3,NA,NA,6.84375,2.697916666666667,3.520833333333333,3.71875,63.375,67.35416666666666,14.270833333333332,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,4,1.2115993666666671
2023-09-16T00:00:00Z,5,NA,NA,11.375,4.46875,5.645833333333334,6.052083333333334,67.375,57.90625,23.729166666666664,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,6,2.1637886583333334
2023-09-17T00:00:00Z,4,29.939895833333335,4.34375,17.5,6.96875,8.770833333333332,9.1875,69.10416666666666,65.21875,36.16666666666667,0.17,0.7249502579539008,-0.68880122204637,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0.5116326250000003
2023-09-18T00:00:00Z,3,29.7875,5.0625,18.354166666666668,7.0729166666666705,9.177083333333336,9.697916666666664,64.9375,98.46875,34.91666666666668,0.9900000000000003,0.9708705443553032,0.23960464541247395,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,3,-0.8731645499999994
2023-09-19T00:00:00Z,1,29.945104166666667,6.604166666666668,19.78125,7.729166666666665,9.864583333333332,10.375,65.86458333333334,70.35416666666667,39.145833333333336,0,0.9633077194159972,-0.2683993996147351,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,1.4211710916666669
2023-09-20T00:00:00Z,4,30.142291666666665,4.25,NA,NA,NA,NA,NA,NA,NA,0,0.6893068091465508,0.7244695458500657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,4,0.8754328833333338
2023-09-21T00:00:00Z,2,30.254791666666666,6.614583333333334,12.0625,4.885416666666666,6.104166666666667,6.427083333333333,65.625,65.01041666666666,25.291666666666668,0,-0.9937370341626962,-0.11174393466102929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0.49527781666666676
2023-09-22T00:00:00Z,1,30.325104166666666,6.489583333333335,NA,NA,NA,NA,NA,NA,NA,0,0.25371464392425513,0.9672791114556276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,1,1.3254808999999999
