#MaryWhalen  - #PortSideNY,,,,,,,,,,,
7/11/23 12:00 AM : 1 Year,,,,,,,,,,,
,,PortSide NewYork,PortSide NewYork,PortSide NewYork,MaryWhalenAQI monitor,MaryWhalenAQI monitor,MaryWhalenAQI monitor,MaryWhalenAQI monitor,MaryWhalenAQI monitor,MaryWhalenAQI monitor,
,Barometer,"Vantage Vue, Wireless","Vantage Vue, Wireless","Vantage Vue, Wireless",AirLink,AirLink,AirLink,AirLink,AirLink,AirLink,
,,,,,,,,,,,
Date & Time,Barometer - in Hg,Avg Wind Speed - mph,Avg Wind Dir,Rain - in,AQI_adj,PM 1 - ug/m³,PM 2.5 - ug/m³,PM 10 - ug/m³,Temp - °F,Hum - %,AQI
7/11/23 12:00 AM,29.87,4,WNW,0.00,10,4,5,5,75,58,21
7/11/23 12:15 AM,29.87,4,W,0.00,9,4,4,5,74,58,19
7/11/23 12:30 AM,29.87,3,W,0.00,9,4,4,5,74,59,18
7/11/23 12:45 AM,29.87,3,W,0.00,9,4,4,5,74,59,18
7/11/23 1:00 AM,29.87,3,WNW,0.00,12,5,6,6,74,59,24
7/11/23 1:15 AM,29.87,1,W,0.00,16,7,8,8,73,60,34
7/11/23 1:30 AM,29.86,1,SW,0.00,11,4,5,6,73,63,22
7/11/23 1:45 AM,29.86,3,WSW,0.00,10,4,5,6,73,64,22
7/11/23 2:00 AM,29.86,2,W,0.00,11,4,5,6,73,65,22
7/11/23 2:15 AM,29.85,3,WSW,0.00,12,5,6,6,72,66,24
7/11/23 2:30 AM,29.85,3,WSW,0.00,13,5,7,7,72,64,28
7/11/23 2:45 AM,29.86,6,WNW,0.00,15,6,8,8,72,65,32
7/11/23 3:00 AM,29.86,5,W,0.00,18,7,9,9,72,66,38
7/11/23 3:15 AM,29.86,5,WNW,0.00,21,8,10,11,71,60,43
7/11/23 3:30 AM,29.87,4,W,0.00,24,9,12,12,71,62,50
7/11/23 3:45 AM,29.86,3,W,0.00,24,8,12,12,71,62,50
7/11/23 4:00 AM,29.86,1,WSW,0.00,24,9,12,13,71,63,51
7/11/23 4:15 AM,29.86,2,WSW,0.00,26,9,13,13,71,64,53
7/11/23 4:30 AM,29.86,2,SW,0.00,31,11,16,16,70,63,58
7/11/23 4:45 AM,29.87,3,SW,0.00,27,10,13,14,70,67,54
7/11/23 5:00 AM,29.87,3,SW,0.00,26,10,13,14,70,67,53
7/11/23 5:15 AM,29.87,2,WSW,0.00,27,10,14,14,70,68,54
7/11/23 5:30 AM,29.88,2,W,0.00,26,10,13,14,70,68,53
7/11/23 5:45 AM,29.88,2,WSW,0.00,25,9,12,13,69,67,52
7/11/23 6:00 AM,29.89,2,SW,0.00,25,10,13,13,69,67,52
7/11/23 6:15 AM,29.89,2,SW,0.00,28,10,14,15,69,67,55
7/11/23 6:30 AM,29.90,3,SW,0.00,27,10,14,14,69,69,54
7/11/23 6:45 AM,29.90,4,SW,0.00,30,11,15,16,70,69,57
7/11/23 7:00 AM,29.91,3,SW,0.00,30,11,15,16,70,68,57
7/11/23 7:15 AM,29.91,2,WSW,0.00,30,11,15,16,71,65,57
7/11/23 7:30 AM,29.91,2,W,0.00,29,11,15,15,73,61,56
7/11/23 7:45 AM,29.92,2,W,0.00,28,11,14,15,74,59,55
7/11/23 8:00 AM,29.92,2,WSW,0.00,27,10,14,14,75,60,54
7/11/23 8:15 AM,29.92,2,SSW,0.00,28,11,14,14,75,57,55
7/11/23 8:30 AM,29.92,1,SSW,0.00,28,10,14,15,77,55,55
7/11/23 8:45 AM,29.92,2,WSW,0.00,28,11,14,15,79,53,55
7/11/23 9:00 AM,29.92,2,W,0.00,28,11,14,15,80,51,55
7/11/23 9:15 AM,29.91,3,WSW,0.00,26,10,13,14,81,49,53
7/11/23 9:30 AM,29.91,6,W,0.00,22,9,11,12,81,50,46
7/11/23 9:45 AM,29.91,5,W,0.00,23,10,12,12,81,50,49
7/11/23 10:00 AM,29.91,5,W,0.00,23,9,11,12,82,48,48
7/11/23 10:15 AM,29.91,3,SW,0.00,23,10,12,12,82,50,48
7/11/23 10:30 AM,29.91,3,WSW,0.00,24,10,12,12,83,45,50
7/11/23 10:45 AM,29.91,3,SW,0.00,24,10,12,13,84,48,51
7/11/23 11:00 AM,29.89,2,WSW,0.00,25,10,12,13,85,45,52
7/11/23 11:15 AM,29.90,2,WSW,0.00,27,11,13,14,87,44,53
7/11/23 11:30 AM,29.90,2,SSW,0.00,28,12,14,15,87,43,55
7/11/23 11:45 AM,29.90,2,SW,0.00,30,12,15,16,87,43,57
7/11/23 12:00 PM,29.90,2,SSW,0.00,32,13,16,17,87,42,59
7/11/23 12:15 PM,29.90,3,SSW,0.00,34,14,17,18,87,42,62
7/11/23 12:30 PM,29.90,3,SW,0.00,35,14,18,18,87,47,62
7/11/23 12:45 PM,29.89,3,SSW,0.00,37,15,19,20,86,43,65
7/11/23 1:00 PM,29.89,3,SSW,0.00,37,15,18,19,87,41,64
7/11/23 1:15 PM,29.90,3,S,0.00,36,14,18,19,88,40,63
7/11/23 1:30 PM,29.89,3,SSE,0.00,36,14,18,19,88,38,64
7/11/23 1:45 PM,29.89,4,S,0.00,40,16,20,20,88,41,68
7/11/23 2:00 PM,29.89,3,S,0.00,41,16,20,21,88,39,69
7/11/23 2:15 PM,29.89,5,S,0.00,41,16,20,21,88,41,69
7/11/23 2:30 PM,29.89,5,S,0.00,42,17,21,22,87,43,70
7/11/23 2:45 PM,29.88,6,SSE,0.00,42,16,21,22,87,40,70
7/11/23 3:00 PM,29.88,6,SSE,0.00,42,16,21,21,87,41,69
7/11/23 3:15 PM,29.88,6,S,0.00,44,17,22,23,87,41,72
7/11/23 3:30 PM,29.88,5,S,0.00,44,17,22,22,87,44,71
7/11/23 3:45 PM,29.88,6,SSE,0.00,44,17,22,23,87,41,72
7/11/23 4:00 PM,29.88,6,SSE,0.00,43,17,21,22,88,42,70
7/11/23 4:15 PM,29.88,7,S,0.00,44,17,22,22,88,44,72
7/11/23 4:30 PM,29.87,7,SSE,0.00,43,17,22,22,87,45,71
7/11/23 4:45 PM,29.87,8,SE,0.00,42,16,21,22,88,44,70
7/11/23 5:00 PM,29.87,8,SE,0.00,42,16,21,21,87,45,69
7/11/23 5:15 PM,29.87,9,SE,0.00,42,16,21,22,86,46,70
7/11/23 5:30 PM,29.87,9,SE,0.00,42,16,21,22,86,46,70
7/11/23 5:45 PM,29.88,8,SE,0.00,41,16,21,22,86,47,69
7/11/23 6:00 PM,29.87,7,SSE,0.00,41,16,20,21,86,48,68
7/11/23 6:15 PM,29.88,5,SSE,0.00,40,16,20,21,86,48,68
7/11/23 6:30 PM,29.88,6,SSE,0.00,42,16,21,22,86,47,69
7/11/23 6:45 PM,29.88,5,SSE,0.00,40,16,20,21,86,47,68
7/11/23 7:00 PM,29.88,4,S,0.00,40,16,20,21,86,50,68
7/11/23 7:15 PM,29.89,3,SSW,0.00,42,16,21,22,86,52,70
7/11/23 7:30 PM,29.89,5,WSW,0.00,44,17,22,23,85,54,72
7/11/23 7:45 PM,29.89,4,W,0.00,41,16,21,22,85,55,69
7/11/23 8:00 PM,29.89,5,W,0.00,41,16,21,22,84,59,69
7/11/23 8:15 PM,29.90,5,W,0.00,42,16,21,21,81,60,69
7/11/23 8:30 PM,29.90,5,W,0.00,43,17,22,22,81,59,71
7/11/23 8:45 PM,29.90,3,WSW,0.00,41,16,20,21,81,63,69
7/11/23 9:00 PM,29.90,3,SW,0.00,40,16,20,21,81,54,67
7/11/23 9:15 PM,29.90,3,SW,0.00,40,16,20,20,81,58,67
7/11/23 9:30 PM,29.91,2,WSW,0.00,39,16,20,20,81,64,67
7/11/23 9:45 PM,29.91,1,WSW,0.00,41,16,21,21,81,63,69
7/11/23 10:00 PM,29.91,1,SW,0.00,42,17,21,22,80,65,70
7/11/23 10:15 PM,29.91,2,SSW,0.00,44,18,22,23,80,65,72
7/11/23 10:30 PM,29.92,2,S,0.00,44,17,22,23,80,61,72
7/11/23 10:45 PM,29.92,2,S,0.00,45,17,22,23,80,58,73
7/11/23 11:00 PM,29.92,2,S,0.00,46,18,23,23,80,58,73
7/11/23 11:15 PM,29.92,1,S,0.00,47,18,24,24,80,58,75
7/11/23 11:30 PM,29.92,2,SSW,0.00,47,18,23,24,80,61,75
7/11/23 11:45 PM,29.92,2,S,0.00,49,19,25,25,80,62,77
7/12/23 12:00 AM,29.92,2,SSE,0.00,51,19,26,26,79,61,79
7/12/23 12:15 AM,29.92,2,S,0.00,49,19,24,25,79,63,77
7/12/23 12:30 AM,29.92,2,SSE,0.00,50,19,25,26,79,63,78
7/12/23 12:45 AM,29.92,2,SSE,0.00,51,19,26,27,78,64,79
7/12/23 1:00 AM,29.92,2,SSE,0.00,51,19,25,26,78,65,79
7/12/23 1:15 AM,29.91,2,SSE,0.00,50,19,25,26,78,64,78
7/12/23 1:30 AM,29.91,2,SSE,0.00,50,19,25,26,78,65,78
7/12/23 1:45 AM,29.91,3,SSE,0.00,51,19,25,26,77,65,78
7/12/23 2:00 AM,29.91,2,SSE,0.00,51,19,26,27,77,65,79
7/12/23 2:15 AM,29.91,3,SSW,0.00,47,18,23,24,76,68,75
7/12/23 2:30 AM,29.91,3,SSW,0.00,45,18,23,24,76,65,73
7/12/23 2:45 AM,29.91,4,SW,0.00,47,18,24,24,76,66,75
7/12/23 3:00 AM,29.92,3,SSW,0.00,48,18,24,25,76,70,76
7/12/23 3:15 AM,29.92,2,SSW,0.00,49,19,25,25,76,69,77
7/12/23 3:30 AM,29.92,2,SW,0.00,53,20,27,28,75,68,82
7/12/23 3:45 AM,29.92,2,S,0.00,51,19,25,26,75,68,79
7/12/23 4:00 AM,29.92,1,S,0.00,48,18,24,25,75,69,76
7/12/23 4:15 AM,29.92,1,SW,0.00,48,18,24,25,75,69,76
7/12/23 4:30 AM,29.92,2,SW,0.00,53,20,27,28,75,71,82
7/12/23 4:45 AM,29.93,1,SW,0.00,51,19,25,26,75,70,78
7/12/23 5:00 AM,29.93,1,SSW,0.00,49,19,25,26,75,70,77
7/12/23 5:15 AM,29.93,1,SSW,0.00,51,19,25,26,74,70,78
7/12/23 5:30 AM,29.93,2,S,0.00,52,19,26,27,74,70,80
7/12/23 5:45 AM,29.93,1,S,0.00,52,19,26,27,74,70,80
7/12/23 6:00 AM,29.93,2,SSW,0.00,53,20,27,28,74,73,82
7/12/23 6:15 AM,29.93,3,SW,0.00,53,20,27,28,73,72,83
7/12/23 6:30 AM,29.94,3,SW,0.00,54,20,28,29,73,72,84
7/12/23 6:45 AM,29.94,2,SSW,0.00,54,20,28,29,74,71,84
7/12/23 7:00 AM,29.95,3,SSW,0.00,55,21,29,30,75,70,86
7/12/23 7:15 AM,29.95,3,SW,0.00,55,21,29,31,75,70,87
7/12/23 7:30 AM,29.95,2,SW,0.00,55,21,29,31,76,67,87
7/12/23 7:45 AM,29.96,2,WSW,0.00,55,21,29,31,78,65,87
7/12/23 8:00 AM,29.96,2,SW,0.00,56,22,31,33,78,65,90
7/12/23 8:15 AM,29.97,2,WSW,0.00,54,21,28,30,79,63,85
7/12/23 8:30 AM,29.97,4,SW,0.00,57,22,31,33,78,63,90
7/12/23 8:45 AM,29.97,2,SW,0.00,56,22,30,32,79,61,88
7/12/23 9:00 AM,29.97,2,SSW,0.00,56,22,30,33,80,58,90
7/12/23 9:15 AM,29.96,3,SSW,0.00,55,21,30,31,81,56,88
7/12/23 9:30 AM,29.96,2,SSW,0.00,55,21,29,31,82,53,87
7/12/23 9:45 AM,29.95,1,SSW,0.00,55,21,29,31,85,49,86
7/12/23 10:00 AM,29.95,2,SSW,0.00,54,20,28,29,85,49,84
7/12/23 10:15 AM,29.95,2,SSW,0.00,54,20,28,29,86,47,84
7/12/23 10:30 AM,29.96,2,W,0.00,53,20,27,28,89,45,82
7/12/23 10:45 AM,29.95,2,WSW,0.00,51,19,25,26,90,42,78
7/12/23 11:00 AM,29.95,2,SSW,0.00,48,18,24,25,91,42,76
7/12/23 11:15 AM,29.95,2,SSW,0.00,47,18,24,24,91,40,75
7/12/23 11:30 AM,29.95,3,S,0.00,49,19,24,25,90,42,77
7/12/23 11:45 AM,29.95,3,S,0.00,49,19,24,25,91,40,77
7/12/23 12:00 PM,29.95,4,SE,0.00,45,18,23,24,91,41,73
7/12/23 12:15 PM,29.95,4,SSE,0.00,40,16,20,20,90,38,68
7/12/23 12:30 PM,29.95,5,S,0.00,40,16,20,20,90,40,67
7/12/23 12:45 PM,29.94,5,S,0.00,40,16,20,20,89,39,67
7/12/23 1:00 PM,29.94,5,SSW,0.00,41,16,20,21,89,40,68
7/12/23 1:15 PM,29.93,4,S,0.00,40,16,20,21,90,39,68
7/12/23 1:30 PM,29.92,4,SSW,0.00,40,16,20,21,90,39,68
7/12/23 1:45 PM,29.92,4,SSW,0.00,37,15,19,19,90,36,65
7/12/23 2:00 PM,29.92,5,SSW,0.00,36,15,18,18,90,39,63
7/12/23 2:15 PM,29.92,4,SW,0.00,37,15,18,19,90,40,64
7/12/23 2:30 PM,29.92,7,SW,0.00,36,15,18,18,90,37,63
7/12/23 2:45 PM,29.92,6,SSW,0.00,36,15,18,18,90,36,63
7/12/23 3:00 PM,29.92,5,SW,0.00,33,14,17,17,91,35,61
7/12/23 3:15 PM,29.92,6,SW,0.00,37,15,18,19,89,39,64
7/12/23 3:30 PM,29.92,6,SW,0.00,37,15,18,19,89,38,64
7/12/23 3:45 PM,29.91,5,SSW,0.00,35,14,17,18,90,40,62
7/12/23 4:00 PM,29.91,6,SSW,0.00,37,16,19,19,90,38,65
7/12/23 4:15 PM,29.91,5,SSW,0.00,37,15,18,19,91,40,65
7/12/23 4:30 PM,29.91,7,S,0.00,38,16,19,20,90,41,66
7/12/23 4:45 PM,29.90,10,SE,0.00,38,16,19,20,89,42,66
7/12/23 5:00 PM,29.91,9,SSE,0.00,39,16,20,20,89,43,67
7/12/23 5:15 PM,29.91,8,SSE,0.00,40,16,20,21,88,43,68
7/12/23 5:30 PM,29.91,7,SE,0.00,42,17,21,22,88,45,70
7/12/23 5:45 PM,29.90,7,SE,0.00,42,17,21,21,88,45,69
7/12/23 6:00 PM,29.90,8,SE,0.00,43,17,22,22,88,46,71
7/12/23 6:15 PM,29.90,6,SE,0.00,43,17,21,22,87,47,71
7/12/23 6:30 PM,29.90,5,SSE,0.00,44,17,22,22,87,48,71
7/12/23 6:45 PM,29.91,5,SSE,0.00,43,17,22,22,86,49,71
7/12/23 7:00 PM,29.91,4,S,0.00,47,18,23,24,86,51,75
7/12/23 7:15 PM,29.91,3,S,0.00,44,17,22,23,86,48,72
7/12/23 7:30 PM,29.91,4,SSE,0.00,39,16,19,20,86,47,66
7/12/23 7:45 PM,29.92,2,SSW,0.00,39,16,19,20,86,54,66
7/12/23 8:00 PM,29.92,3,WSW,0.00,36,15,18,19,85,54,64
7/12/23 8:15 PM,29.92,2,WSW,0.00,38,15,19,19,85,56,65
7/12/23 8:30 PM,29.92,3,WSW,0.00,38,15,19,20,84,55,66
7/12/23 8:45 PM,29.92,2,WSW,0.00,37,15,18,19,84,50,64
7/12/23 9:00 PM,29.92,1,WSW,0.00,38,16,19,20,84,56,66
7/12/23 9:15 PM,29.93,0,SW,0.00,40,16,20,21,84,54,67
7/12/23 9:30 PM,29.93,1,SW,0.00,41,16,20,21,83,55,68
7/12/23 9:45 PM,29.93,1,SW,0.00,41,17,21,21,83,52,69
7/12/23 10:00 PM,29.93,1,SW,0.00,43,17,22,23,83,52,71
7/12/23 10:15 PM,29.93,2,S,0.00,47,18,24,24,83,53,75
7/12/23 10:30 PM,29.93,3,SE,0.00,48,19,24,25,83,54,76
7/12/23 10:45 PM,29.93,4,SE,0.00,49,19,25,26,82,56,77
7/12/23 11:00 PM,29.93,3,SE,0.00,50,19,25,26,83,54,78
7/12/23 11:15 PM,29.93,2,SE,0.00,51,19,25,26,83,55,79
7/12/23 11:30 PM,29.92,4,SE,0.00,51,20,26,26,82,57,79
7/12/23 11:45 PM,29.92,5,SE,0.00,53,20,28,28,82,62,84
7/13/23 12:00 AM,29.92,5,SE,0.00,54,21,28,29,81,63,85
7/13/23 12:15 AM,29.92,5,SE,0.00,55,21,29,30,80,64,86
7/13/23 12:30 AM,29.91,3,SSE,0.00,55,21,29,31,80,65,87
7/13/23 12:45 AM,29.92,2,SE,0.00,56,22,30,32,80,63,88
7/13/23 1:00 AM,29.92,6,SSE,0.00,55,21,29,30,80,66,86
7/13/23 1:15 AM,29.92,7,SE,0.00,54,21,29,30,79,67,86
7/13/23 1:30 AM,29.92,3,SSE,0.00,53,20,28,28,79,66,83
7/13/23 1:45 AM,29.91,2,S,0.00,52,20,26,27,79,69,81
7/13/23 2:00 AM,29.90,2,SSW,0.00,53,21,27,28,79,69,83
7/13/23 2:15 AM,29.90,1,SSW,0.00,54,21,28,29,78,68,84
7/13/23 2:30 AM,29.89,0,SSW,0.00,54,21,28,29,78,70,84
7/13/23 2:45 AM,29.89,0,N,0.00,55,21,29,30,78,70,86
7/13/23 3:00 AM,29.89,1,SSW,0.00,55,22,30,31,78,72,88
7/13/23 3:15 AM,29.90,1,SSW,0.00,56,22,30,32,77,71,88
7/13/23 3:30 AM,29.90,1,SSW,0.00,57,22,31,33,77,71,91
7/13/23 3:45 AM,29.90,2,S,0.00,58,23,32,34,77,72,93
7/13/23 4:00 AM,29.90,3,SSE,0.00,58,23,32,35,77,73,93
7/13/23 4:15 AM,29.90,1,S,0.00,58,23,32,35,77,72,93
7/13/23 4:30 AM,29.90,4,SE,0.00,57,23,32,34,76,72,92
7/13/23 4:45 AM,29.90,3,SE,0.00,57,23,31,33,76,72,91
7/13/23 5:00 AM,29.90,2,SE,0.00,58,23,32,34,76,74,92
7/13/23 5:15 AM,29.91,3,SSE,0.00,58,23,32,34,76,75,92
7/13/23 5:30 AM,29.90,4,SE,0.00,58,23,32,34,76,77,93
7/13/23 5:45 AM,29.91,6,SE,0.00,59,24,33,37,75,79,96
7/13/23 6:00 AM,29.91,6,SE,0.00,59,24,33,37,75,80,96
7/13/23 6:15 AM,29.91,5,SSE,0.00,59,24,33,37,75,80,95
7/13/23 6:30 AM,29.92,3,SE,0.00,59,24,33,37,76,79,96
7/13/23 6:45 AM,29.91,4,SE,0.00,59,24,34,37,76,79,96
7/13/23 7:00 AM,29.92,5,SE,0.00,59,24,33,37,76,78,96
7/13/23 7:15 AM,29.92,4,SSE,0.00,59,24,33,36,77,78,94
7/13/23 7:30 AM,29.91,4,SE,0.00,58,23,32,35,78,75,93
7/13/23 7:45 AM,29.92,5,SE,0.00,58,23,32,35,78,73,93
7/13/23 8:00 AM,29.91,3,SE,0.00,58,23,32,34,80,71,92
7/13/23 8:15 AM,29.91,3,S,0.00,57,23,31,34,80,70,91
7/13/23 8:30 AM,29.91,4,SSE,0.00,57,22,31,33,81,67,91
7/13/23 8:45 AM,29.91,6,SE,0.00,58,23,32,34,82,68,93
7/13/23 9:00 AM,29.91,6,SE,0.00,56,22,30,32,81,66,90
7/13/23 9:15 AM,29.91,7,SE,0.00,56,22,30,32,81,66,88
7/13/23 9:30 AM,29.90,7,SSE,0.00,56,22,30,32,81,66,89
7/13/23 9:45 AM,29.90,7,SSE,0.00,56,22,30,32,81,64,90
7/13/23 10:00 AM,29.90,9,SSE,0.00,57,23,31,33,82,62,91
7/13/23 10:15 AM,29.90,9,SE,0.00,56,23,30,32,83,59,89
7/13/23 10:30 AM,29.90,8,SE,0.00,56,22,30,31,85,58,88
7/13/23 10:45 AM,29.89,9,SE,0.00,55,22,29,30,84,58,87
7/13/23 11:00 AM,29.88,9,SE,0.00,54,22,28,30,85,56,86
7/13/23 11:15 AM,29.89,9,SE,0.00,55,22,29,30,86,55,86
7/13/23 11:30 AM,29.88,11,SE,0.00,54,21,29,30,86,57,86
7/13/23 11:45 AM,29.88,11,ESE,0.00,54,21,28,29,86,56,85
7/13/23 12:00 PM,29.88,10,SE,0.00,53,21,27,28,86,56,83
7/13/23 12:15 PM,29.88,11,SE,0.00,53,21,28,29,86,56,84
7/13/23 12:30 PM,29.87,10,ESE,0.00,53,21,27,28,85,64,82
7/13/23 12:45 PM,29.87,11,ESE,0.00,52,20,26,27,84,66,80
7/13/23 1:00 PM,29.86,12,SE,0.00,52,20,26,27,83,71,80
7/13/23 1:15 PM,29.86,11,ESE,0.00,51,20,26,27,83,69,79
7/13/23 1:30 PM,29.85,13,ESE,0.00,52,20,26,27,84,72,81
7/13/23 1:45 PM,29.85,12,SE,0.00,53,20,28,29,84,71,84
7/13/23 2:00 PM,29.84,12,ESE,0.00,52,20,27,28,84,71,82
7/13/23 2:15 PM,29.84,13,ESE,0.00,53,20,27,28,83,71,82
7/13/23 2:30 PM,29.83,13,ESE,0.00,53,20,27,28,83,71,82
7/13/23 2:45 PM,29.83,14,ESE,0.00,53,20,28,29,83,76,83
7/13/23 3:00 PM,29.82,15,ESE,0.00,55,21,29,31,83,75,86
7/13/23 3:15 PM,29.82,16,ESE,0.00,54,21,29,30,83,75,86
7/13/23 3:30 PM,29.82,16,ESE,0.00,57,23,32,35,83,75,92
7/13/23 3:45 PM,29.82,17,ESE,0.00,57,22,31,34,83,72,90
7/13/23 4:00 PM,29.82,16,ESE,0.00,57,22,31,33,84,73,90
7/13/23 4:15 PM,29.81,15,ESE,0.00,57,22,32,35,84,76,92
7/13/23 4:30 PM,29.81,15,ESE,0.00,57,23,32,35,83,77,92
7/13/23 4:45 PM,29.80,14,ESE,0.00,58,23,32,35,84,76,92
7/13/23 5:00 PM,29.80,13,ESE,0.00,58,23,32,36,84,76,93
7/13/23 5:15 PM,29.80,12,ESE,0.00,57,22,31,34,84,76,91
7/13/23 5:30 PM,29.79,11,ESE,0.00,57,23,32,34,84,74,92
7/13/23 5:45 PM,29.79,11,ESE,0.00,57,23,32,35,85,73,92
7/13/23 6:00 PM,29.79,10,ESE,0.00,57,22,31,33,86,72,90
7/13/23 6:15 PM,29.79,10,ESE,0.00,56,22,30,33,85,73,89
7/13/23 6:30 PM,29.79,12,ESE,0.00,57,23,32,35,85,72,92
7/13/23 6:45 PM,29.79,12,ESE,0.00,57,23,31,34,85,72,91
7/13/23 7:00 PM,29.79,11,ESE,0.00,57,22,31,34,85,72,91
7/13/23 7:15 PM,29.79,9,SE,0.00,57,22,31,33,85,72,90
7/13/23 7:30 PM,29.79,9,SE,0.00,57,22,31,33,84,72,91
7/13/23 7:45 PM,29.80,9,ESE,0.00,55,22,29,31,84,72,87
7/13/23 8:00 PM,29.80,8,ESE,0.00,55,21,29,31,84,72,86
7/13/23 8:15 PM,29.80,9,SE,0.00,55,21,29,31,84,72,87
7/13/23 8:30 PM,29.80,8,SE,0.00,55,22,29,31,83,73,87
7/13/23 8:45 PM,29.80,9,SE,0.00,54,21,28,30,83,73,85
7/13/23 9:00 PM,29.81,9,ESE,0.00,54,21,28,30,83,73,85
7/13/23 9:15 PM,29.83,9,SE,0.00,54,21,28,30,83,74,85
7/13/23 9:30 PM,29.83,7,ESE,0.00,54,21,28,30,82,76,85
7/13/23 9:45 PM,29.83,7,ESE,0.00,55,21,29,30,82,75,86
7/13/23 10:00 PM,29.83,8,ESE,0.00,55,22,29,30,82,74,87
7/13/23 10:15 PM,29.83,7,SE,0.00,55,21,29,30,81,74,86
7/13/23 10:30 PM,29.84,8,SE,0.00,54,21,28,29,81,76,85
7/13/23 10:45 PM,29.83,7,SE,0.00,54,21,28,29,81,76,84
7/13/23 11:00 PM,29.83,8,SE,0.00,54,21,28,29,80,78,84
7/13/23 11:15 PM,29.84,8,SE,0.00,54,21,28,29,80,79,84
7/13/23 11:30 PM,29.84,7,SE,0.00,53,20,27,28,80,81,82
7/13/23 11:45 PM,29.83,7,SE,0.00,53,20,27,28,80,81,83
7/14/23 12:00 AM,29.83,6,SE,0.00,53,20,27,28,80,82,82
7/14/23 12:15 AM,29.83,4,SE,0.00,52,20,27,28,80,82,82
7/14/23 12:30 AM,29.83,5,ESE,0.00,53,20,28,29,79,83,84
7/14/23 12:45 AM,29.83,5,ESE,0.00,52,20,27,28,79,83,82
7/14/23 1:00 AM,29.83,6,SE,0.00,52,20,26,27,79,84,81
7/14/23 1:15 AM,29.82,6,SE,0.00,52,20,26,27,79,84,80
7/14/23 1:30 AM,29.84,4,ESE,0.00,51,19,25,26,79,83,79
7/14/23 1:45 AM,29.85,3,ESE,0.00,50,19,25,26,79,83,78
7/14/23 2:00 AM,29.85,2,E,0.00,47,18,24,25,79,83,75
7/14/23 2:15 AM,29.86,2,NNE,0.00,47,18,24,24,79,85,75
7/14/23 2:30 AM,29.86,2,NNW,0.00,48,19,24,25,79,83,76
7/14/23 2:45 AM,29.86,4,N,0.00,48,18,24,25,79,82,76
7/14/23 3:00 AM,29.86,9,NNW,0.00,39,15,19,20,79,77,66
7/14/23 3:15 AM,29.87,10,N,0.00,27,11,14,14,78,72,54
7/14/23 3:30 AM,29.86,10,N,0.00,20,8,10,10,77,70,42
7/14/23 3:45 AM,29.87,7,N,0.00,17,7,8,9,77,67,35
7/14/23 4:00 AM,29.87,8,N,0.00,11,5,6,6,77,68,24
7/14/23 4:15 AM,29.86,7,N,0.02,12,5,6,6,76,76,24
7/14/23 4:30 AM,29.85,6,NNE,0.00,10,4,5,5,74,77,21
7/14/23 4:45 AM,29.85,6,ENE,0.00,10,4,5,5,73,79,20
7/14/23 5:00 AM,29.85,4,NNE,0.00,12,5,6,7,73,80,25
7/14/23 5:15 AM,29.85,5,N,0.00,15,6,8,8,73,80,31
7/14/23 5:30 AM,29.87,2,ENE,0.00,17,7,8,9,73,83,35
7/14/23 5:45 AM,29.86,3,ENE,0.00,17,7,8,9,73,80,35
7/14/23 6:00 AM,29.86,4,N,0.00,17,7,8,9,74,79,35
7/14/23 6:15 AM,29.85,4,N,0.00,16,6,8,8,74,78,33
7/14/23 6:30 AM,29.86,2,NW,0.00,17,7,9,9,75,79,36
7/14/23 6:45 AM,29.86,2,NE,0.00,16,7,8,8,76,75,34
7/14/23 7:00 AM,29.87,3,NNE,0.00,17,7,8,9,76,76,35
7/14/23 7:15 AM,29.87,3,NE,0.00,17,7,8,9,76,77,35
7/14/23 7:30 AM,29.88,4,ENE,0.00,19,8,10,10,75,81,40
7/14/23 7:45 AM,29.86,5,SSE,0.12,20,8,10,11,74,92,43
7/14/23 8:00 AM,29.87,6,NNW,0.06,22,8,11,13,72,96,45
7/14/23 8:15 AM,29.88,4,NW,0.00,17,7,8,9,71,94,35
7/14/23 8:30 AM,29.88,4,NNW,0.00,22,9,11,12,72,92,46
7/14/23 8:45 AM,29.90,5,N,0.00,25,10,12,14,74,86,52
7/14/23 9:00 AM,29.92,9,N,0.00,19,8,10,10,76,82,40
7/14/23 9:15 AM,29.91,6,N,0.00,14,6,7,8,77,81,29
7/14/23 9:30 AM,29.90,4,N,0.00,20,8,10,11,78,78,41
7/14/23 9:45 AM,29.90,5,N,0.00,19,8,10,10,81,74,41
7/14/23 10:00 AM,29.90,3,NE,0.00,22,8,11,12,81,74,45
7/14/23 10:15 AM,29.91,3,NE,0.00,21,9,11,12,81,74,44
7/14/23 10:30 AM,29.91,4,ENE,0.00,24,9,12,13,80,76,51
7/14/23 10:45 AM,29.91,4,NE,0.00,27,10,14,14,80,75,54
7/14/23 11:00 AM,29.91,10,N,0.00,17,6,8,10,80,76,35
7/14/23 11:15 AM,29.90,9,N,0.00,12,4,6,7,80,75,24
7/14/23 11:30 AM,29.91,7,N,0.00,16,6,8,10,83,68,33
7/14/23 11:45 AM,29.92,5,NNE,0.00,18,7,9,10,86,64,37
7/14/23 12:00 PM,29.92,9,N,0.00,18,7,9,10,87,64,38
7/14/23 12:15 PM,29.92,9,N,0.00,22,9,11,12,88,62,45
