#MaryWhalen  - #PortSideNY,,,,,,,,,,,
7/11/23 12:00 AM : 1 Year,,,,,,,,,,,
,,PortSide NewYork,PortSide NewYork,PortSide NewYork,MaryWhalenAQI monitor,MaryWhalenAQI monitor,MaryWhalenAQI monitor,MaryWhalenAQI monitor,MaryWhalenAQI monitor,MaryWhalenAQI monitor,
,Barometer,"Vantage Vue, Wireless","Vantage Vue, Wireless","Vantage Vue, Wireless",AirLink,AirLink,AirLink,AirLink,AirLink,AirLink,
,,,,,,,,,,,
Date & Time,Barometer - in Hg,Avg Wind Speed - mph,Avg Wind Dir,Rain - in,AQI_adj,PM 1 - ug/m³,PM 2.5 - ug/m³,PM 10 - ug/m³,Temp - °F,Hum - %,AQI
9/30/23 4:15 PM,30.17,5,N,0.00,22,6,11,12,69,74,46
9/30/23 4:30 PM,30.17,6,N,0.00,25,7,13,14,69,74,52
9/30/23 4:45 PM,30.18,7,NNW,0.00,27,8,14,15,69,76,54
9/30/23 5:00 PM,30.19,7,NNW,0.00,29,8,15,16,68,78,56
9/30/23 5:15 PM,30.19,9,NW,0.00,29,8,15,16,66,84,56
9/30/23 5:30 PM,30.19,9,NNW,0.00,32,9,16,17,65,85,59
9/30/23 5:45 PM,30.19,6,NNW,0.00,33,9,16,18,65,83,60
9/30/23 6:00 PM,30.18,4,NNW,0.00,32,9,16,17,66,83,59
9/30/23 6:15 PM,30.19,3,NNW,0.00,31,9,15,17,66,83,58
9/30/23 6:30 PM,30.19,2,NNW,0.00,28,8,14,15,66,84,55
9/30/23 6:45 PM,30.19,5,NNW,0.00,23,7,12,12,66,87,48
9/30/23 7:00 PM,30.19,5,NW,0.00,16,5,8,9,65,87,34
9/30/23 7:15 PM,30.18,6,NW,0.00,16,5,8,9,64,88,34
9/30/23 7:30 PM,30.18,6,NW,0.00,20,6,10,10,64,92,41
9/30/23 7:45 PM,30.18,7,NW,0.00,15,4,7,8,64,91,30
9/30/23 8:00 PM,30.18,4,NW,0.00,12,4,6,7,63,90,26
9/30/23 8:15 PM,30.18,4,WNW,0.00,12,4,6,7,63,92,26
9/30/23 8:30 PM,30.18,2,NNW,0.00,14,5,7,7,63,92,28
9/30/23 8:45 PM,30.19,5,NNW,0.00,13,4,6,7,63,91,27
9/30/23 9:00 PM,30.18,4,WNW,0.00,12,4,6,7,63,91,25
9/30/23 9:15 PM,30.18,5,WNW,0.00,17,6,8,9,63,93,35
9/30/23 9:30 PM,30.18,5,NW,0.00,22,8,11,12,63,92,45
9/30/23 9:45 PM,30.18,4,NW,0.00,21,7,11,11,63,93,44
9/30/23 10:00 PM,30.18,5,NW,0.00,17,6,9,9,63,95,36
9/30/23 10:15 PM,30.17,6,NW,0.00,22,7,11,12,62,96,46
9/30/23 10:30 PM,30.17,7,NW,0.00,28,9,14,15,62,95,55
9/30/23 10:45 PM,30.17,5,NW,0.00,24,8,12,13,62,96,51
9/30/23 11:00 PM,30.17,6,NW,0.00,27,8,13,14,62,95,54
9/30/23 11:15 PM,30.17,8,NW,0.00,31,9,16,17,61,96,58
9/30/23 11:30 PM,30.17,8,NW,0.00,36,10,18,19,61,96,63
9/30/23 11:45 PM,30.17,9,NNW,0.00,36,11,18,20,61,96,64
10/1/23 12:00 AM,30.17,9,NNW,0.00,32,10,16,17,61,96,59
10/1/23 12:15 AM,30.17,10,NNW,0.00,28,8,14,15,61,96,55
10/1/23 12:30 AM,30.17,9,NW,0.00,27,8,14,15,60,99,54
10/1/23 12:45 AM,30.17,8,NW,0.00,27,8,14,14,60,99,54
10/1/23 1:00 AM,30.18,7,NW,0.00,27,8,14,14,60,100,54
10/1/23 1:15 AM,30.18,7,NW,0.00,24,7,12,13,60,100,51
10/1/23 1:30 AM,30.17,7,NW,0.00,22,6,11,12,60,99,46
10/1/23 1:45 AM,30.18,6,NW,0.00,23,7,11,12,60,99,47
10/1/23 2:00 AM,30.17,8,NNW,0.00,23,7,12,12,60,99,48
10/1/23 2:15 AM,30.17,9,NNW,0.00,21,6,11,12,60,98,44
10/1/23 2:30 AM,30.17,8,NW,0.00,22,7,11,12,60,98,46
10/1/23 2:45 AM,30.17,7,NW,0.00,23,7,12,13,60,99,48
10/1/23 3:00 AM,30.16,6,NW,0.00,25,7,12,14,60,100,51
10/1/23 3:15 AM,30.16,7,NW,0.00,25,7,12,14,60,99,52
10/1/23 3:30 AM,30.16,8,NW,0.00,24,7,12,13,60,100,50
10/1/23 3:45 AM,30.16,8,NW,0.00,25,7,12,14,60,100,52
10/1/23 4:00 AM,30.16,7,NW,0.00,24,7,12,13,59,100,51
10/1/23 4:15 AM,30.16,9,NNW,0.00,25,7,12,13,59,100,51
10/1/23 4:30 AM,30.16,10,NNW,0.00,26,8,13,14,59,100,53
10/1/23 4:45 AM,30.16,9,NNW,0.00,26,8,13,14,59,100,53
10/1/23 5:00 AM,30.16,7,NW,0.00,27,8,14,15,59,100,54
10/1/23 5:15 AM,30.16,8,NNW,0.00,28,8,14,15,59,100,55
10/1/23 5:30 AM,30.16,10,NNW,0.00,31,9,16,17,59,100,58
10/1/23 5:45 AM,30.17,9,NNW,0.00,35,10,18,19,60,96,62
10/1/23 6:00 AM,30.17,11,NW,0.00,37,10,19,20,60,98,65
10/1/23 6:15 AM,30.18,10,NW,0.00,36,10,18,20,59,99,63
10/1/23 6:30 AM,30.19,10,NW,0.00,36,10,18,20,59,98,64
10/1/23 6:45 AM,30.20,8,NW,0.00,42,11,21,23,59,99,70
10/1/23 7:00 AM,30.20,7,NW,0.00,44,12,22,24,59,98,72
10/1/23 7:15 AM,30.20,7,NW,0.00,47,13,23,25,59,97,75
10/1/23 7:30 AM,30.20,8,NW,0.00,49,13,25,27,60,97,77
10/1/23 7:45 AM,30.21,10,NW,0.00,49,13,25,26,60,94,77
10/1/23 8:00 AM,30.21,10,NW,0.00,46,12,23,25,60,94,74
10/1/23 8:15 AM,30.21,11,NNW,0.00,46,12,23,25,61,90,74
10/1/23 8:30 AM,30.21,12,NNW,0.00,52,14,26,28,62,86,81
10/1/23 8:45 AM,30.21,13,NNW,0.00,53,14,27,30,63,85,83
10/1/23 9:00 AM,30.21,14,NNW,0.00,53,14,27,30,64,83,83
10/1/23 9:15 AM,30.21,12,NW,0.00,54,15,28,31,64,80,85
10/1/23 9:30 AM,30.21,11,NNW,0.00,55,16,30,33,65,76,88
10/1/23 9:45 AM,30.20,10,NNW,0.00,56,16,30,34,67,73,89
10/1/23 10:00 AM,30.20,11,NNW,0.00,57,17,31,35,68,69,91
10/1/23 10:15 AM,30.21,10,NNW,0.00,57,17,31,35,70,65,91
10/1/23 10:30 AM,30.21,9,NNW,0.00,57,17,31,35,72,62,91
10/1/23 10:45 AM,30.20,9,NNW,0.00,56,17,30,33,74,59,89
10/1/23 11:00 AM,30.21,9,NW,0.00,55,16,29,31,74,58,86
10/1/23 11:15 AM,30.21,9,NNW,0.00,53,15,28,30,75,58,84
10/1/23 11:30 AM,30.20,11,NW,0.00,53,15,27,29,75,57,82
10/1/23 11:45 AM,30.20,11,NNW,0.00,53,15,27,29,75,54,82
10/1/23 12:00 PM,30.19,12,NNW,0.00,52,14,26,28,76,51,80
10/1/23 12:15 PM,30.19,12,NNW,0.00,49,13,24,26,77,52,77
10/1/23 12:30 PM,30.19,12,NNW,0.00,49,13,25,26,77,50,77
10/1/23 12:45 PM,30.19,9,NNW,0.00,51,14,25,27,77,52,79
10/1/23 1:00 PM,30.18,9,NNW,0.00,48,14,24,26,78,50,77
10/1/23 1:15 PM,30.18,9,NW,0.00,47,13,23,25,78,51,74
10/1/23 1:30 PM,30.17,11,NW,0.00,41,12,21,22,77,54,69
10/1/23 1:45 PM,30.16,10,NW,0.00,42,13,21,23,76,53,70
10/1/23 2:00 PM,30.16,11,NW,0.00,40,12,20,22,76,54,68
10/1/23 2:15 PM,30.16,9,NW,0.00,38,11,19,20,76,52,65
10/1/23 2:30 PM,30.15,10,NW,0.00,40,12,20,21,76,53,68
10/1/23 2:45 PM,30.15,11,NNW,0.00,41,12,21,22,76,54,69
10/1/23 3:00 PM,30.14,9,NNW,0.00,41,12,20,22,77,52,69
10/1/23 3:15 PM,30.14,10,NNW,0.00,39,11,19,21,78,50,66
10/1/23 3:30 PM,30.14,9,NNW,0.00,36,10,18,19,78,48,63
10/1/23 3:45 PM,30.13,7,NNW,0.00,35,11,18,19,80,47,63
10/1/23 4:00 PM,30.13,6,NNW,0.00,37,11,18,20,80,46,64
10/1/23 4:15 PM,30.13,7,NNW,0.00,31,10,15,16,81,47,58
10/1/23 4:30 PM,30.13,8,NNW,0.00,31,10,15,16,81,46,58
10/1/23 4:45 PM,30.13,7,NNW,0.00,28,9,14,15,81,49,55
10/1/23 5:00 PM,30.13,8,NNW,0.00,22,7,11,12,80,50,46
10/1/23 5:15 PM,30.14,6,NNW,0.00,24,8,12,13,81,48,51
10/1/23 5:30 PM,30.13,8,NNW,0.00,25,8,12,13,80,49,51
10/1/23 5:45 PM,30.14,7,NNW,0.00,23,8,11,12,80,51,47
10/1/23 6:00 PM,30.14,6,NNW,0.00,22,8,11,12,79,50,45
10/1/23 6:15 PM,30.14,9,NNW,0.00,20,7,10,11,78,54,42
10/1/23 6:30 PM,30.14,9,NNW,0.00,20,7,10,11,76,57,42
10/1/23 6:45 PM,30.14,6,NNW,0.00,21,7,11,12,74,60,44
10/1/23 7:00 PM,30.14,5,NNW,0.00,24,8,12,13,73,64,51
10/1/23 7:15 PM,30.15,5,NNW,0.00,24,8,12,13,72,66,50
10/1/23 7:30 PM,30.15,6,NNW,0.00,30,10,15,16,71,66,57
10/1/23 7:45 PM,30.15,5,NNW,0.00,35,12,18,18,71,67,62
10/1/23 8:00 PM,30.15,5,NNW,0.00,41,14,20,22,71,67,68
10/1/23 8:15 PM,30.15,3,NNW,0.00,29,10,15,15,71,67,56
10/1/23 8:30 PM,30.15,4,NNW,0.00,28,10,14,15,70,68,55
10/1/23 8:45 PM,30.15,4,NNW,0.00,30,10,15,16,70,68,57
10/1/23 9:00 PM,30.15,4,NNW,0.00,31,10,15,16,70,70,58
10/1/23 9:15 PM,30.15,4,NNW,0.00,27,9,13,14,70,72,54
10/1/23 9:30 PM,30.15,3,NW,0.00,26,9,13,14,69,74,53
10/1/23 9:45 PM,30.15,4,NW,0.00,26,9,13,14,69,75,53
10/1/23 10:00 PM,30.15,6,NW,0.00,29,9,14,15,68,76,56
10/1/23 10:15 PM,30.15,5,NW,0.00,28,9,14,15,68,76,55
10/1/23 10:30 PM,30.15,6,NW,0.00,30,10,15,16,68,77,57
10/1/23 10:45 PM,30.16,6,NW,0.00,31,10,15,16,68,77,58
10/1/23 11:00 PM,30.16,4,WNW,0.00,31,10,16,16,68,78,59
10/1/23 11:15 PM,30.16,2,WNW,0.00,35,12,18,18,67,82,63
10/1/23 11:30 PM,30.16,4,W,0.00,39,13,19,20,66,85,66
10/1/23 11:45 PM,30.16,3,WNW,0.00,39,13,20,20,66,82,67
10/2/23 12:00 AM,30.16,5,NW,0.00,33,11,16,17,66,81,60
10/2/23 12:15 AM,30.16,6,NW,0.00,31,10,16,16,66,81,59
10/2/23 12:30 AM,30.16,5,NW,0.00,33,10,16,18,66,82,60
10/2/23 12:45 AM,30.16,6,WNW,0.00,33,10,16,18,66,82,60
10/2/23 1:00 AM,30.16,5,NW,0.00,33,10,17,18,66,83,60
10/2/23 1:15 AM,30.16,7,NW,0.00,34,11,17,18,66,83,61
10/2/23 1:30 AM,30.16,7,NW,0.00,33,10,17,18,65,85,60
10/2/23 1:45 AM,30.17,8,NW,0.00,33,10,17,18,65,85,60
10/2/23 2:00 AM,30.17,6,NW,0.00,33,10,16,18,65,86,60
10/2/23 2:15 AM,30.17,6,NW,0.00,33,10,17,18,65,86,60
10/2/23 2:30 AM,30.17,7,NW,0.00,33,10,17,18,65,87,61
10/2/23 2:45 AM,30.17,7,NW,0.00,34,11,17,18,64,89,62
10/2/23 3:00 AM,30.18,7,NW,0.00,35,11,18,18,64,89,63
10/2/23 3:15 AM,30.18,5,NW,0.00,32,10,16,17,64,90,59
10/2/23 3:30 AM,30.17,6,NW,0.00,32,10,16,17,64,89,59
10/2/23 3:45 AM,30.17,7,NW,0.00,31,10,16,16,64,89,58
10/2/23 4:00 AM,30.17,8,NW,0.00,30,10,15,16,64,88,58
10/2/23 4:15 AM,30.18,6,NW,0.00,30,10,15,16,64,88,57
10/2/23 4:30 AM,30.18,1,NNW,0.00,29,10,15,16,65,89,57
10/2/23 4:45 AM,30.18,3,NW,0.00,30,10,15,15,64,89,57
10/2/23 5:00 AM,30.19,7,NW,0.00,30,10,15,16,64,89,57
10/2/23 5:15 AM,30.18,6,NW,0.00,30,10,15,16,64,89,57
10/2/23 5:30 AM,30.18,5,NNW,0.00,29,10,14,15,65,87,56
10/2/23 5:45 AM,30.19,5,NNW,0.00,29,10,15,15,65,90,56
10/2/23 6:00 AM,30.19,4,NW,0.00,32,11,16,17,64,88,59
10/2/23 6:15 AM,30.19,3,NNW,0.00,29,10,14,15,64,87,56
10/2/23 6:30 AM,30.19,4,NNW,0.00,30,11,15,16,64,88,58
10/2/23 6:45 AM,30.19,5,NW,0.00,32,11,16,17,64,89,59
10/2/23 7:00 AM,30.20,4,NNW,0.00,32,11,16,17,64,88,59
10/2/23 7:15 AM,30.19,4,N,0.00,31,10,15,16,64,85,58
10/2/23 7:30 AM,30.20,5,NNW,0.00,31,11,16,16,65,87,59
10/2/23 7:45 AM,30.19,5,N,0.00,30,11,15,16,66,82,57
10/2/23 8:00 AM,30.19,6,NNW,0.00,29,10,15,16,68,75,56
10/2/23 8:15 AM,30.20,7,NNW,0.00,30,11,15,16,70,69,57
10/2/23 8:30 AM,30.20,8,NNW,0.00,31,11,16,17,72,68,58
10/2/23 8:45 AM,30.20,9,NNW,0.00,30,11,15,16,73,68,57
10/2/23 9:00 AM,30.21,8,NW,0.00,30,11,15,16,73,69,57
10/2/23 9:15 AM,30.21,9,NNW,0.00,32,11,16,17,73,67,59
10/2/23 9:30 AM,30.21,7,NNW,0.00,31,11,16,16,75,61,58
10/2/23 9:45 AM,30.21,9,NNW,0.00,30,11,15,16,77,58,58
10/2/23 10:00 AM,30.21,10,NNW,0.00,31,11,16,17,78,58,58
10/2/23 10:15 AM,30.21,9,NNW,0.00,32,11,16,17,79,56,59
10/2/23 10:30 AM,30.21,7,NNW,0.00,32,11,16,17,80,55,60
10/2/23 10:45 AM,30.21,7,NNW,0.00,33,12,16,18,80,54,60
10/2/23 11:00 AM,30.20,7,NW,0.00,35,12,17,18,79,59,62
10/2/23 11:15 AM,30.21,10,NW,0.00,34,12,17,18,76,62,62
10/2/23 11:30 AM,30.21,9,NW,0.00,38,13,19,20,75,61,66
10/2/23 11:45 AM,30.20,6,NW,0.00,38,13,19,20,78,56,66
10/2/23 12:00 PM,30.20,8,NW,0.00,38,13,19,20,78,57,66
10/2/23 12:15 PM,30.20,8,NW,0.00,37,13,19,20,78,58,65
10/2/23 12:30 PM,30.20,9,NW,0.00,38,13,19,20,78,57,65
10/2/23 12:45 PM,30.20,9,NW,0.00,38,13,19,20,78,58,65
10/2/23 1:00 PM,30.19,9,NW,0.00,37,13,18,20,78,58,64
10/2/23 1:15 PM,30.18,9,NW,0.00,37,13,19,20,78,55,65
10/2/23 1:30 PM,30.18,7,NW,0.00,35,12,18,19,79,54,63
10/2/23 1:45 PM,30.18,6,NW,0.00,37,13,18,19,80,53,65
10/2/23 2:00 PM,30.18,7,NW,0.00,38,13,19,20,80,52,66
10/2/23 2:15 PM,30.17,6,NW,0.00,35,12,18,18,81,53,62
10/2/23 2:30 PM,30.17,4,NNW,0.00,40,14,20,21,83,50,67
10/2/23 2:45 PM,30.17,5,NW,0.00,35,12,18,19,82,48,63
10/2/23 3:00 PM,30.17,7,NNW,0.00,31,11,15,16,82,48,58
10/2/23 3:15 PM,30.17,5,NNW,0.00,30,11,15,16,83,47,57
10/2/23 3:30 PM,30.16,6,NW,0.00,25,10,13,13,83,50,52
10/2/23 3:45 PM,30.16,8,NNW,0.00,23,9,12,12,82,48,48
10/2/23 4:00 PM,30.16,7,NNW,0.00,22,9,11,12,82,47,46
10/2/23 4:15 PM,30.16,7,NNW,0.00,22,9,11,11,84,45,46
10/2/23 4:30 PM,30.16,7,NNW,0.00,20,8,10,11,83,47,42
10/2/23 4:45 PM,30.16,8,NNW,0.00,20,8,10,11,82,48,43
10/2/23 5:00 PM,30.16,8,NNW,0.00,18,7,9,9,79,53,37
10/2/23 5:15 PM,30.16,6,N,0.00,17,7,9,9,78,51,36
10/2/23 5:30 PM,30.16,6,N,0.00,15,6,8,8,78,51,32
10/2/23 5:45 PM,30.17,6,NW,0.00,22,8,11,12,78,60,47
10/2/23 6:00 PM,30.16,6,SE,0.00,54,18,28,30,73,70,85
10/2/23 6:15 PM,30.17,7,ESE,0.00,55,19,29,31,71,75,87
10/2/23 6:30 PM,30.18,7,SE,0.00,56,19,30,32,69,78,88
10/2/23 6:45 PM,30.18,6,ESE,0.00,56,20,30,33,68,79,89
10/2/23 7:00 PM,30.19,5,ESE,0.00,57,20,31,34,68,79,91
10/2/23 7:15 PM,30.19,5,ESE,0.00,56,19,30,32,67,79,89
10/2/23 7:30 PM,30.19,5,ESE,0.00,54,18,28,30,67,78,85
10/2/23 7:45 PM,30.19,3,ESE,0.00,54,18,28,30,67,77,85
10/2/23 8:00 PM,30.19,3,ESE,0.00,54,18,28,30,67,76,85
10/2/23 8:15 PM,30.19,2,ESE,0.00,53,17,27,29,67,76,83
10/2/23 8:30 PM,30.19,1,ESE,0.00,53,17,27,29,67,74,83
10/2/23 8:45 PM,30.20,2,SE,0.00,43,14,22,23,66,69,71
10/2/23 9:00 PM,30.20,2,SSE,0.00,40,13,20,21,66,70,67
10/2/23 9:15 PM,30.19,2,SSE,0.00,36,12,18,19,66,73,63
10/2/23 9:30 PM,30.19,2,SSE,0.00,40,13,20,21,66,74,67
10/2/23 9:45 PM,30.20,1,SSE,0.00,41,13,20,22,66,73,68
10/2/23 10:00 PM,30.20,2,S,0.00,37,12,18,20,65,76,64
10/2/23 10:15 PM,30.20,1,S,0.00,41,13,20,22,65,76,68
10/2/23 10:30 PM,30.20,1,S,0.00,40,13,20,21,65,78,68
10/2/23 10:45 PM,30.20,1,S,0.00,38,13,19,20,64,82,66
10/2/23 11:00 PM,30.20,1,SSE,0.00,40,13,20,21,64,83,67
10/2/23 11:15 PM,30.20,3,ESE,0.00,47,15,23,25,64,80,75
10/2/23 11:30 PM,30.20,2,ESE,0.00,45,14,22,24,64,79,72
10/2/23 11:45 PM,30.19,3,ESE,0.00,46,15,23,24,64,81,74
10/3/23 12:00 AM,30.19,3,ESE,0.00,47,15,24,26,64,79,75
10/3/23 12:15 AM,30.19,2,ESE,0.00,46,15,23,25,64,80,74
10/3/23 12:30 AM,30.19,3,ESE,0.00,46,15,23,24,63,80,74
10/3/23 12:45 AM,30.19,3,ESE,0.00,49,15,24,26,63,82,77
10/3/23 1:00 AM,30.19,3,E,0.00,51,16,26,27,63,83,79
10/3/23 1:15 AM,30.19,2,E,0.00,51,16,26,28,63,84,80
10/3/23 1:30 AM,30.19,2,E,0.00,51,16,25,27,62,85,79
10/3/23 1:45 AM,30.19,3,E,0.00,51,16,26,27,62,89,80
10/3/23 2:00 AM,30.19,3,E,0.00,51,16,25,27,62,90,79
10/3/23 2:15 AM,30.19,2,E,0.00,51,16,26,27,62,90,79
10/3/23 2:30 AM,30.19,2,E,0.00,48,15,24,26,62,92,76
10/3/23 2:45 AM,30.19,2,E,0.00,51,16,26,27,62,92,79
10/3/23 3:00 AM,30.19,3,E,0.00,50,16,25,26,61,92,78
10/3/23 3:15 AM,30.19,3,E,0.00,49,15,24,26,61,93,77
10/3/23 3:30 AM,30.19,2,E,0.00,46,15,23,25,62,91,74
10/3/23 3:45 AM,30.18,2,E,0.00,46,14,23,25,61,92,74
10/3/23 4:00 AM,30.18,1,E,0.00,44,14,22,24,61,92,72
10/3/23 4:15 AM,30.18,0,N,0.00,43,14,22,23,60,93,71
10/3/23 4:30 AM,30.18,0,E,0.00,45,14,23,24,60,95,73
10/3/23 4:45 AM,30.18,1,E,0.00,46,14,23,24,60,94,74
10/3/23 5:00 AM,30.19,1,E,0.00,45,14,23,24,60,93,73
10/3/23 5:15 AM,30.18,0,E,0.00,46,14,23,25,60,93,74
10/3/23 5:30 AM,30.19,2,E,0.00,48,15,24,26,60,95,76
10/3/23 5:45 AM,30.19,1,E,0.00,52,16,26,28,60,92,80
10/3/23 6:00 AM,30.19,0,E,0.00,51,16,26,27,60,93,79
10/3/23 6:15 AM,30.19,1,E,0.00,49,16,24,26,60,97,77
10/3/23 6:30 AM,30.20,3,SSE,0.00,50,16,25,26,60,99,78
10/3/23 6:45 AM,30.20,2,SSW,0.00,46,15,23,24,60,96,74
10/3/23 7:00 AM,30.20,1,SW,0.00,52,17,27,29,60,96,82
10/3/23 7:15 AM,30.20,2,WSW,0.00,54,18,28,30,60,96,84
10/3/23 7:30 AM,30.20,3,W,0.00,55,19,29,32,60,95,87
10/3/23 7:45 AM,30.21,3,W,0.00,56,19,30,33,60,93,89
10/3/23 8:00 AM,30.21,2,WSW,0.00,58,21,32,36,63,84,93
10/3/23 8:15 AM,30.20,2,WSW,0.00,60,22,34,40,66,78,98
10/3/23 8:30 AM,30.20,2,WSW,0.00,61,23,35,42,68,74,100
10/3/23 8:45 AM,30.20,2,SW,0.00,62,23,36,42,69,71,101
10/3/23 9:00 AM,30.20,2,SW,0.00,63,24,37,44,71,70,104
10/3/23 9:15 AM,30.20,2,SW,0.00,63,24,38,45,72,65,106
10/3/23 9:30 AM,30.20,1,W,0.00,63,24,37,44,75,59,105
10/3/23 9:45 AM,30.20,2,SW,0.00,63,23,37,44,76,59,104
10/3/23 10:00 AM,30.20,1,SW,0.00,62,23,36,42,78,54,102
10/3/23 10:15 AM,30.20,2,SW,0.00,62,23,36,43,79,55,104
10/3/23 10:30 AM,30.20,2,SW,0.00,63,24,38,45,79,55,106
10/3/23 10:45 AM,30.20,2,SSW,0.00,64,24,38,45,79,55,107
10/3/23 11:00 AM,30.20,2,S,0.00,65,25,39,47,78,56,110
10/3/23 11:15 AM,30.19,2,SSW,0.00,65,25,39,47,80,56,110
10/3/23 11:30 AM,30.19,3,S,0.00,64,25,38,46,79,56,108
10/3/23 11:45 AM,30.19,2,SSE,0.00,63,24,37,45,80,54,106
10/3/23 12:00 PM,30.17,3,SSE,0.00,62,23,36,42,81,56,102
10/3/23 12:15 PM,30.17,2,SSE,0.00,60,22,34,40,81,51,98
10/3/23 12:30 PM,30.18,2,S,0.00,58,22,32,36,83,51,93
10/3/23 12:45 PM,30.18,2,S,0.00,56,20,30,32,83,50,88
10/3/23 1:00 PM,30.17,2,SSW,0.00,52,18,26,27,84,49,80
10/3/23 1:15 PM,30.17,2,SSW,0.00,49,17,24,26,84,49,77
10/3/23 1:30 PM,30.17,3,SSW,0.00,46,17,23,24,84,50,74
10/3/23 1:45 PM,30.16,3,S,0.00,40,14,20,21,83,50,67
10/3/23 2:00 PM,30.16,3,S,0.00,37,14,18,19,83,50,64
10/3/23 2:15 PM,30.15,3,S,0.00,39,14,19,20,83,52,66
10/3/23 2:30 PM,30.15,3,S,0.00,38,14,19,20,83,53,65
10/3/23 2:45 PM,30.14,4,S,0.00,43,16,22,23,82,54,71
10/3/23 3:00 PM,30.14,4,S,0.00,44,16,22,23,81,55,72
10/3/23 3:15 PM,30.14,5,S,0.00,41,15,20,22,80,57,69
10/3/23 3:30 PM,30.13,5,SSE,0.00,40,15,20,21,80,57,68
10/3/23 3:45 PM,30.13,5,S,0.00,36,14,18,19,80,57,63
10/3/23 4:00 PM,30.13,5,SSE,0.00,35,13,17,18,79,56,62
10/3/23 4:15 PM,30.13,5,S,0.00,36,13,18,19,79,56,63
10/3/23 4:30 PM,30.12,5,SSE,0.00,36,13,18,19,79,56,63
10/3/23 4:45 PM,30.12,5,SSE,0.00,36,14,18,18,79,56,63
10/3/23 5:00 PM,30.12,5,SSE,0.00,36,14,18,19,79,57,63
10/3/23 5:15 PM,30.12,7,SE,0.00,36,14,18,19,78,58,64
10/3/23 5:30 PM,30.12,6,SE,0.00,37,14,18,19,78,58,64
10/3/23 5:45 PM,30.12,6,SE,0.00,38,14,19,20,77,59,65
10/3/23 6:00 PM,30.13,5,SE,0.00,38,14,19,20,77,61,65
10/3/23 6:15 PM,30.13,5,SE,0.00,45,16,22,24,76,67,73
10/3/23 6:30 PM,30.13,5,SE,0.00,45,16,23,24,74,69,73
10/3/23 6:45 PM,30.14,5,SE,0.00,49,17,25,26,74,71,78
10/3/23 7:00 PM,30.14,4,SE,0.00,57,21,31,35,73,71,90
10/3/23 7:15 PM,30.14,3,ESE,0.00,58,22,32,36,73,71,94
10/3/23 7:30 PM,30.14,3,ESE,0.00,55,20,29,31,73,74,87
10/3/23 7:45 PM,30.14,2,ESE,0.00,57,21,31,35,73,75,92
10/3/23 8:00 PM,30.14,2,ESE,0.00,56,20,30,33,72,76,89
10/3/23 8:15 PM,30.14,3,SE,0.00,57,21,31,34,72,78,91
10/3/23 8:30 PM,30.15,2,SE,0.00,56,20,30,33,72,77,90
10/3/23 8:45 PM,30.15,1,SE,0.00,55,19,29,31,72,78,87
10/3/23 9:00 PM,30.15,1,SE,0.00,56,20,30,32,71,79,88
10/3/23 9:15 PM,30.15,1,SE,0.00,60,22,34,39,71,80,97
10/3/23 9:30 PM,30.15,2,SE,0.00,58,21,32,36,70,82,92
10/3/23 9:45 PM,30.15,3,SE,0.00,59,22,33,37,70,82,95
10/3/23 10:00 PM,30.15,3,ESE,0.00,59,22,33,37,70,82,95
10/3/23 10:15 PM,30.15,3,ESE,0.00,58,22,32,36,70,83,94
10/3/23 10:30 PM,30.15,3,ESE,0.00,55,20,30,32,69,83,88
10/3/23 10:45 PM,30.15,4,SE,0.00,47,17,24,25,69,84,75
10/3/23 11:00 PM,30.15,4,SSE,0.00,46,16,23,24,69,84,74
10/3/23 11:15 PM,30.15,3,SSE,0.00,51,18,26,27,69,83,79
10/3/23 11:30 PM,30.15,2,SSE,0.00,53,19,27,28,68,84,83
10/3/23 11:45 PM,30.15,2,SSE,0.00,50,17,25,26,68,84,78
10/4/23 12:00 AM,30.15,2,SSW,0.00,48,17,24,25,68,86,76
10/4/23 12:15 AM,30.14,2,SSW,0.00,48,17,24,25,68,87,76
10/4/23 12:30 AM,30.14,1,SSW,0.00,50,17,25,26,67,88,78
10/4/23 12:45 AM,30.14,0,SSW,0.00,48,17,24,25,67,89,76
10/4/23 1:00 AM,30.14,0,SSW,0.00,49,17,24,26,66,91,77
10/4/23 1:15 AM,30.14,0,SSW,0.00,51,18,26,27,66,93,79
10/4/23 1:30 AM,30.14,0,N,0.00,52,18,26,28,65,93,81
10/4/23 1:45 AM,30.14,0,N,0.00,52,18,27,28,65,95,82
10/4/23 2:00 AM,30.15,0,N,0.00,54,19,28,30,65,95,84
10/4/23 2:15 AM,30.15,0,N,0.00,54,19,28,29,64,97,84
10/4/23 2:30 AM,30.15,0,SSW,0.00,55,19,29,31,64,97,86
10/4/23 2:45 AM,30.15,0,SSW,0.00,55,20,30,32,64,98,88
10/4/23 3:00 AM,30.15,0,SSW,0.00,55,20,29,31,64,98,87
10/4/23 3:15 AM,30.15,0,SSW,0.00,56,20,30,33,64,98,89
10/4/23 3:30 AM,30.15,1,SSW,0.00,58,22,32,36,64,97,93
10/4/23 3:45 AM,30.16,1,SSW,0.00,57,21,31,35,64,97,92
10/4/23 4:00 AM,30.16,1,SSW,0.00,58,21,32,35,64,97,92
10/4/23 4:15 AM,30.16,0,SSW,0.00,59,22,33,38,64,97,95
