"#MaryWhalen  - #PortSideNY"
"7/11/23 12:00 AM : 1 Year"
"","","PortSide NewYork","PortSide NewYork","PortSide NewYork","PortSide NewYork","PortSide NewYork","MaryWhalenAQI monitor","MaryWhalenAQI monitor","MaryWhalenAQI monitor","MaryWhalenAQI monitor","MaryWhalenAQI monitor"
"","Barometer","Vantage Vue, Wireless","Vantage Vue, Wireless","Vantage Vue, Wireless","Vantage Vue, Wireless","Vantage Vue, Wireless","AirLink","AirLink","AirLink","AirLink","AirLink"
"","","","","","","","","","","",""
"Date & Time","Barometer - in Hg","Temp - °F","Hum - %","Avg Wind Speed - mph","Avg Wind Dir","Rain - in","AQI","PM 1 - ug/m³","PM 2.5 - ug/m³","PM 10 - ug/m³","Temp - °F"
"7/11/23 12:00 AM","29.87","77","55","4","WNW","0.00","21","4","5","5","75"
"7/11/23 12:15 AM","29.87","76","55","4","W","0.00","19","4","4","5","74"
"7/11/23 12:30 AM","29.87","76","56","3","W","0.00","18","4","4","5","74"
"7/11/23 12:45 AM","29.87","75","56","3","W","0.00","18","4","4","5","74"
"7/11/23 1:00 AM","29.87","75","56","3","WNW","0.00","24","5","6","6","74"
"7/11/23 1:15 AM","29.87","75","56","1","W","0.00","34","7","8","8","73"
"7/11/23 1:30 AM","29.86","75","59","1","SW","0.00","22","4","5","6","73"
"7/11/23 1:45 AM","29.86","75","60","3","WSW","0.00","22","4","5","6","73"
"7/11/23 2:00 AM","29.86","74","62","2","W","0.00","22","4","5","6","73"
"7/11/23 2:15 AM","29.85","74","61","3","WSW","0.00","24","5","6","6","72"
"7/11/23 2:30 AM","29.85","74","59","3","WSW","0.00","28","5","7","7","72"
"7/11/23 2:45 AM","29.86","74","60","6","WNW","0.00","32","6","8","8","72"
"7/11/23 3:00 AM","29.86","73","61","5","W","0.00","38","7","9","9","72"
"7/11/23 3:15 AM","29.86","73","56","5","WNW","0.00","43","8","10","11","71"
"7/11/23 3:30 AM","29.87","73","58","4","W","0.00","50","9","12","12","71"
"7/11/23 3:45 AM","29.86","73","58","3","W","0.00","50","8","12","12","71"
"7/11/23 4:00 AM","29.86","73","60","1","WSW","0.00","51","9","12","13","71"
"7/11/23 4:15 AM","29.86","72","61","2","WSW","0.00","53","9","13","13","71"
"7/11/23 4:30 AM","29.86","72","59","2","SW","0.00","58","11","16","16","70"
"7/11/23 4:45 AM","29.87","72","62","3","SW","0.00","54","10","13","14","70"
"7/11/23 5:00 AM","29.87","72","63","3","SW","0.00","53","10","13","14","70"
"7/11/23 5:15 AM","29.87","71","64","2","WSW","0.00","54","10","14","14","70"
"7/11/23 5:30 AM","29.88","71","64","2","W","0.00","53","10","13","14","70"
"7/11/23 5:45 AM","29.88","71","64","2","WSW","0.00","52","9","12","13","69"
"7/11/23 6:00 AM","29.89","71","63","2","SW","0.00","52","10","13","13","69"
"7/11/23 6:15 AM","29.89","71","62","2","SW","0.00","55","10","14","15","69"
"7/11/23 6:30 AM","29.90","71","64","3","SW","0.00","54","10","14","14","69"
"7/11/23 6:45 AM","29.90","71","65","4","SW","0.00","57","11","15","16","70"
"7/11/23 7:00 AM","29.91","71","64","3","SW","0.00","57","11","15","16","70"
"7/11/23 7:15 AM","29.91","72","64","2","WSW","0.00","57","11","15","16","71"
"7/11/23 7:30 AM","29.91","72","64","2","W","0.00","56","11","15","15","73"
"7/11/23 7:45 AM","29.92","73","62","2","W","0.00","55","11","14","15","74"
"7/11/23 8:00 AM","29.92","74","61","2","WSW","0.00","54","10","14","14","75"
"7/11/23 8:15 AM","29.92","74","59","2","SSW","0.00","55","11","14","14","75"
"7/11/23 8:30 AM","29.92","75","58","1","SSW","0.00","55","10","14","15","77"
"7/11/23 8:45 AM","29.92","76","57","2","WSW","0.00","55","11","14","15","79"
"7/11/23 9:00 AM","29.92","76","58","2","W","0.00","55","11","14","15","80"
"7/11/23 9:15 AM","29.91","78","54","3","WSW","0.00","53","10","13","14","81"
"7/11/23 9:30 AM","29.91","78","54","6","W","0.00","46","9","11","12","81"
"7/11/23 9:45 AM","29.91","78","54","5","W","0.00","49","10","12","12","81"
"7/11/23 10:00 AM","29.91","79","52","5","W","0.00","48","9","11","12","82"
"7/11/23 10:15 AM","29.91","79","53","3","SW","0.00","48","10","12","12","82"
"7/11/23 10:30 AM","29.91","80","51","3","WSW","0.00","50","10","12","12","83"
"7/11/23 10:45 AM","29.91","81","49","3","SW","0.00","51","10","12","13","84"
"7/11/23 11:00 AM","29.89","82","50","2","WSW","0.00","52","10","12","13","85"
"7/11/23 11:15 AM","29.90","82","50","2","WSW","0.00","53","11","13","14","87"
"7/11/23 11:30 AM","29.90","82","48","2","SSW","0.00","55","12","14","15","87"
"7/11/23 11:45 AM","29.90","84","47","2","SW","0.00","57","12","15","16","87"
"7/11/23 12:00 PM","29.90","84","46","2","SSW","0.00","59","13","16","17","87"
"7/11/23 12:15 PM","29.90","85","45","3","SSW","0.00","62","14","17","18","87"
"7/11/23 12:30 PM","29.90","85","48","3","SW","0.00","62","14","18","18","87"
"7/11/23 12:45 PM","29.89","85","44","3","SSW","0.00","65","15","19","20","86"
"7/11/23 1:00 PM","29.89","86","42","3","SSW","0.00","64","15","18","19","87"
"7/11/23 1:15 PM","29.90","86","42","3","S","0.00","63","14","18","19","88"
"7/11/23 1:30 PM","29.89","86","40","3","SSE","0.00","64","14","18","19","88"
"7/11/23 1:45 PM","29.89","86","42","4","S","0.00","68","16","20","20","88"
"7/11/23 2:00 PM","29.89","86","40","3","S","0.00","69","16","20","21","88"
"7/11/23 2:15 PM","29.89","86","42","5","S","0.00","69","16","20","21","88"
"7/11/23 2:30 PM","29.89","86","44","5","S","0.00","70","17","21","22","87"
"7/11/23 2:45 PM","29.88","86","40","6","SSE","0.00","70","16","21","22","87"
"7/11/23 3:00 PM","29.88","86","42","6","SSE","0.00","69","16","21","21","87"
"7/11/23 3:15 PM","29.88","87","40","6","S","0.00","72","17","22","23","87"
"7/11/23 3:30 PM","29.88","87","42","5","S","0.00","71","17","22","22","87"
"7/11/23 3:45 PM","29.88","88","42","6","SSE","0.00","72","17","22","23","87"
"7/11/23 4:00 PM","29.88","88","43","6","SSE","0.00","70","17","21","22","88"
"7/11/23 4:15 PM","29.88","88","42","7","S","0.00","72","17","22","22","88"
"7/11/23 4:30 PM","29.87","87","45","7","SSE","0.00","71","17","22","22","87"
"7/11/23 4:45 PM","29.87","87","44","8","SE","0.00","70","16","21","22","88"
"7/11/23 5:00 PM","29.87","87","45","8","SE","0.00","69","16","21","21","87"
"7/11/23 5:15 PM","29.87","86","45","9","SE","0.00","70","16","21","22","86"
"7/11/23 5:30 PM","29.87","87","45","9","SE","0.00","70","16","21","22","86"
"7/11/23 5:45 PM","29.88","87","46","8","SE","0.00","69","16","21","22","86"
"7/11/23 6:00 PM","29.87","86","47","7","SSE","0.00","68","16","20","21","86"
"7/11/23 6:15 PM","29.88","87","48","5","SSE","0.00","68","16","20","21","86"
"7/11/23 6:30 PM","29.88","86","49","6","SSE","0.00","69","16","21","22","86"
"7/11/23 6:45 PM","29.88","86","48","5","SSE","0.00","68","16","20","21","86"
"7/11/23 7:00 PM","29.88","86","49","4","S","0.00","68","16","20","21","86"
"7/11/23 7:15 PM","29.89","86","52","3","SSW","0.00","70","16","21","22","86"
"7/11/23 7:30 PM","29.89","86","54","5","WSW","0.00","72","17","22","23","85"
"7/11/23 7:45 PM","29.89","85","55","4","W","0.00","69","16","21","22","85"
"7/11/23 8:00 PM","29.89","84","54","5","W","0.00","69","16","21","22","84"
"7/11/23 8:15 PM","29.90","84","55","5","W","0.00","69","16","21","21","81"
"7/11/23 8:30 PM","29.90","83","54","5","W","0.00","71","17","22","22","81"
"7/11/23 8:45 PM","29.90","83","58","3","WSW","0.00","69","16","20","21","81"
"7/11/23 9:00 PM","29.90","82","51","3","SW","0.00","67","16","20","21","81"
"7/11/23 9:15 PM","29.90","83","53","3","SW","0.00","67","16","20","20","81"
"7/11/23 9:30 PM","29.91","83","62","2","WSW","0.00","67","16","20","20","81"
"7/11/23 9:45 PM","29.91","82","62","1","WSW","0.00","69","16","21","21","81"
"7/11/23 10:00 PM","29.91","81","62","1","SW","0.00","70","17","21","22","80"
"7/11/23 10:15 PM","29.91","81","61","2","SSW","0.00","72","18","22","23","80"
"7/11/23 10:30 PM","29.92","82","58","2","S","0.00","72","17","22","23","80"
"7/11/23 10:45 PM","29.92","82","54","2","S","0.00","73","17","22","23","80"
"7/11/23 11:00 PM","29.92","82","55","2","S","0.00","73","18","23","23","80"
"7/11/23 11:15 PM","29.92","82","55","1","S","0.00","75","18","24","24","80"
"7/11/23 11:30 PM","29.92","82","58","2","SSW","0.00","75","18","23","24","80"
"7/11/23 11:45 PM","29.92","81","58","2","S","0.00","77","19","25","25","80"
"7/12/23 12:00 AM","29.92","81","58","2","SSE","0.00","79","19","26","26","79"
"7/12/23 12:15 AM","29.92","81","60","2","S","0.00","77","19","24","25","79"
"7/12/23 12:30 AM","29.92","80","60","2","SSE","0.00","78","19","25","26","79"
"7/12/23 12:45 AM","29.92","80","60","2","SSE","0.00","79","19","26","27","78"
"7/12/23 1:00 AM","29.92","80","61","2","SSE","0.00","79","19","25","26","78"
"7/12/23 1:15 AM","29.91","80","61","2","SSE","0.00","78","19","25","26","78"
"7/12/23 1:30 AM","29.91","79","61","2","SSE","0.00","78","19","25","26","78"
"7/12/23 1:45 AM","29.91","79","61","3","SSE","0.00","78","19","25","26","77"
"7/12/23 2:00 AM","29.91","79","61","2","SSE","0.00","79","19","26","27","77"
"7/12/23 2:15 AM","29.91","78","64","3","SSW","0.00","75","18","23","24","76"
"7/12/23 2:30 AM","29.91","78","61","3","SSW","0.00","73","18","23","24","76"
"7/12/23 2:45 AM","29.91","78","62","4","SW","0.00","75","18","24","24","76"
"7/12/23 3:00 AM","29.92","77","66","3","SSW","0.00","76","18","24","25","76"
"7/12/23 3:15 AM","29.92","77","65","2","SSW","0.00","77","19","25","25","76"
"7/12/23 3:30 AM","29.92","77","65","2","SW","0.00","82","20","27","28","75"
"7/12/23 3:45 AM","29.92","76","65","2","S","0.00","79","19","25","26","75"
"7/12/23 4:00 AM","29.92","76","65","1","S","0.00","76","18","24","25","75"
"7/12/23 4:15 AM","29.92","76","66","1","SW","0.00","76","18","24","25","75"
"7/12/23 4:30 AM","29.92","76","67","2","SW","0.00","82","20","27","28","75"
"7/12/23 4:45 AM","29.93","76","67","1","SW","0.00","78","19","25","26","75"
"7/12/23 5:00 AM","29.93","76","67","1","SSW","0.00","77","19","25","26","75"
"7/12/23 5:15 AM","29.93","76","67","1","SSW","0.00","78","19","25","26","74"
"7/12/23 5:30 AM","29.93","75","66","2","S","0.00","80","19","26","27","74"
"7/12/23 5:45 AM","29.93","75","68","1","S","0.00","80","19","26","27","74"
"7/12/23 6:00 AM","29.93","75","68","2","SSW","0.00","82","20","27","28","74"
"7/12/23 6:15 AM","29.93","75","67","3","SW","0.00","83","20","27","28","73"
"7/12/23 6:30 AM","29.94","75","68","3","SW","0.00","84","20","28","29","73"
"7/12/23 6:45 AM","29.94","75","68","2","SSW","0.00","84","20","28","29","74"
"7/12/23 7:00 AM","29.95","75","68","3","SSW","0.00","86","21","29","30","75"
"7/12/23 7:15 AM","29.95","76","67","3","SW","0.00","87","21","29","31","75"
"7/12/23 7:30 AM","29.95","76","66","2","SW","0.00","87","21","29","31","76"
"7/12/23 7:45 AM","29.96","77","67","2","WSW","0.00","87","21","29","31","78"
"7/12/23 8:00 AM","29.96","78","65","2","SW","0.00","90","22","31","33","78"
"7/12/23 8:15 AM","29.97","78","63","2","WSW","0.00","85","21","28","30","79"
"7/12/23 8:30 AM","29.97","79","62","4","SW","0.00","90","22","31","33","78"
"7/12/23 8:45 AM","29.97","79","60","2","SW","0.00","88","22","30","32","79"
"7/12/23 9:00 AM","29.97","80","59","2","SSW","0.00","90","22","30","33","80"
"7/12/23 9:15 AM","29.96","80","57","3","SSW","0.00","88","21","30","31","81"
"7/12/23 9:30 AM","29.96","81","56","2","SSW","0.00","87","21","29","31","82"
"7/12/23 9:45 AM","29.95","83","53","1","SSW","0.00","86","21","29","31","85"
"7/12/23 10:00 AM","29.95","84","51","2","SSW","0.00","84","20","28","29","85"
"7/12/23 10:15 AM","29.95","84","52","2","SSW","0.00","84","20","28","29","86"
"7/12/23 10:30 AM","29.96","85","50","2","W","0.00","82","20","27","28","89"
"7/12/23 10:45 AM","29.95","86","47","2","WSW","0.00","78","19","25","26","90"
"7/12/23 11:00 AM","29.95","87","46","2","SSW","0.00","76","18","24","25","91"
"7/12/23 11:15 AM","29.95","87","44","2","SSW","0.00","75","18","24","24","91"
"7/12/23 11:30 AM","29.95","87","44","3","S","0.00","77","19","24","25","90"
"7/12/23 11:45 AM","29.95","88","43","3","S","0.00","77","19","24","25","91"
"7/12/23 12:00 PM","29.95","88","43","4","SE","0.00","73","18","23","24","91"
"7/12/23 12:15 PM","29.95","88","40","4","SSE","0.00","68","16","20","20","90"
"7/12/23 12:30 PM","29.95","89","40","5","S","0.00","67","16","20","20","90"
"7/12/23 12:45 PM","29.94","88","41","5","S","0.00","67","16","20","20","89"
"7/12/23 1:00 PM","29.94","89","41","5","SSW","0.00","68","16","20","21","89"
"7/12/23 1:15 PM","29.93","89","39","4","S","0.00","68","16","20","21","90"
"7/12/23 1:30 PM","29.92","89","39","4","SSW","0.00","68","16","20","21","90"
"7/12/23 1:45 PM","29.92","90","36","4","SSW","0.00","65","15","19","19","90"
"7/12/23 2:00 PM","29.92","90","37","5","SSW","0.00","63","15","18","18","90"
"7/12/23 2:15 PM","29.92","90","39","4","SW","0.00","64","15","18","19","90"
"7/12/23 2:30 PM","29.92","90","36","7","SW","0.00","63","15","18","18","90"
"7/12/23 2:45 PM","29.92","91","34","6","SSW","0.00","63","15","18","18","90"
"7/12/23 3:00 PM","29.92","91","34","5","SW","0.00","61","14","17","17","91"
"7/12/23 3:15 PM","29.92","90","38","6","SW","0.00","64","15","18","19","89"
"7/12/23 3:30 PM","29.92","90","35","6","SW","0.00","64","15","18","19","89"
"7/12/23 3:45 PM","29.91","91","38","5","SSW","0.00","62","14","17","18","90"
"7/12/23 4:00 PM","29.91","91","37","6","SSW","0.00","65","16","19","19","90"
"7/12/23 4:15 PM","29.91","91","38","5","SSW","0.00","65","15","18","19","91"
"7/12/23 4:30 PM","29.91","90","41","7","S","0.00","66","16","19","20","90"
"7/12/23 4:45 PM","29.90","89","42","10","SE","0.00","66","16","19","20","89"
"7/12/23 5:00 PM","29.91","89","42","9","SSE","0.00","67","16","20","20","89"
"7/12/23 5:15 PM","29.91","89","43","8","SSE","0.00","68","16","20","21","88"
"7/12/23 5:30 PM","29.91","89","43","7","SE","0.00","70","17","21","22","88"
"7/12/23 5:45 PM","29.90","89","44","7","SE","0.00","69","17","21","21","88"
"7/12/23 6:00 PM","29.90","89","45","8","SE","0.00","71","17","22","22","88"
"7/12/23 6:15 PM","29.90","88","45","6","SE","0.00","71","17","21","22","87"
"7/12/23 6:30 PM","29.90","88","46","5","SSE","0.00","71","17","22","22","87"
"7/12/23 6:45 PM","29.91","88","47","5","SSE","0.00","71","17","22","22","86"
"7/12/23 7:00 PM","29.91","87","50","4","S","0.00","75","18","23","24","86"
"7/12/23 7:15 PM","29.91","87","47","3","S","0.00","72","17","22","23","86"
"7/12/23 7:30 PM","29.91","87","47","4","SSE","0.00","66","16","19","20","86"
"7/12/23 7:45 PM","29.92","87","52","2","SSW","0.00","66","16","19","20","86"
"7/12/23 8:00 PM","29.92","86","52","3","WSW","0.00","64","15","18","19","85"
"7/12/23 8:15 PM","29.92","85","54","2","WSW","0.00","65","15","19","19","85"
"7/12/23 8:30 PM","29.92","85","54","3","WSW","0.00","66","15","19","20","84"
"7/12/23 8:45 PM","29.92","85","48","2","WSW","0.00","64","15","18","19","84"
"7/12/23 9:00 PM","29.92","85","54","1","WSW","0.00","66","16","19","20","84"
"7/12/23 9:15 PM","29.93","84","52","0","SW","0.00","67","16","20","21","84"
"7/12/23 9:30 PM","29.93","84","53","1","SW","0.00","68","16","20","21","83"
"7/12/23 9:45 PM","29.93","84","50","1","SW","0.00","69","17","21","21","83"
"7/12/23 10:00 PM","29.93","85","50","1","SW","0.00","71","17","22","23","83"
"7/12/23 10:15 PM","29.93","85","50","2","S","0.00","75","18","24","24","83"
"7/12/23 10:30 PM","29.93","85","51","3","SE","0.00","76","19","24","25","83"
"7/12/23 10:45 PM","29.93","85","52","4","SE","0.00","77","19","25","26","82"
"7/12/23 11:00 PM","29.93","85","51","3","SE","0.00","78","19","25","26","83"
"7/12/23 11:15 PM","29.93","84","52","2","SE","0.00","79","19","25","26","83"
"7/12/23 11:30 PM","29.92","84","53","4","SE","0.00","79","20","26","26","82"
"7/12/23 11:45 PM","29.92","84","57","5","SE","0.00","84","20","28","28","82"
"7/13/23 12:00 AM","29.92","83","59","5","SE","0.00","85","21","28","29","81"
"7/13/23 12:15 AM","29.92","82","60","5","SE","0.00","86","21","29","30","80"
"7/13/23 12:30 AM","29.91","82","61","3","SSE","0.00","87","21","29","31","80"
"7/13/23 12:45 AM","29.92","82","61","2","SE","0.00","88","22","30","32","80"
"7/13/23 1:00 AM","29.92","82","60","6","SSE","0.00","86","21","29","30","80"
"7/13/23 1:15 AM","29.92","81","62","7","SE","0.00","86","21","29","30","79"
"7/13/23 1:30 AM","29.92","81","62","3","SSE","0.00","83","20","28","28","79"
"7/13/23 1:45 AM","29.91","80","64","2","S","0.00","81","20","26","27","79"
"7/13/23 2:00 AM","29.90","80","65","2","SSW","0.00","83","21","27","28","79"
"7/13/23 2:15 AM","29.90","80","65","1","SSW","0.00","84","21","28","29","78"
"7/13/23 2:30 AM","29.89","79","66","0","SSW","0.00","84","21","28","29","78"
"7/13/23 2:45 AM","29.89","79","67","0","N","0.00","86","21","29","30","78"
"7/13/23 3:00 AM","29.89","79","68","1","SSW","0.00","88","22","30","31","78"
"7/13/23 3:15 AM","29.90","79","67","1","SSW","0.00","88","22","30","32","77"
"7/13/23 3:30 AM","29.90","79","68","1","SSW","0.00","91","22","31","33","77"
"7/13/23 3:45 AM","29.90","78","68","2","S","0.00","93","23","32","34","77"
"7/13/23 4:00 AM","29.90","78","68","3","SSE","0.00","93","23","32","35","77"
"7/13/23 4:15 AM","29.90","78","68","1","S","0.00","93","23","32","35","77"
"7/13/23 4:30 AM","29.90","78","67","4","SE","0.00","92","23","32","34","76"
"7/13/23 4:45 AM","29.90","78","68","3","SE","0.00","91","23","31","33","76"
"7/13/23 5:00 AM","29.90","78","69","2","SE","0.00","92","23","32","34","76"
"7/13/23 5:15 AM","29.91","78","70","3","SSE","0.00","92","23","32","34","76"
"7/13/23 5:30 AM","29.90","78","71","4","SE","0.00","93","23","32","34","76"
"7/13/23 5:45 AM","29.91","77","73","6","SE","0.00","96","24","33","37","75"
"7/13/23 6:00 AM","29.91","77","74","6","SE","0.00","96","24","33","37","75"
"7/13/23 6:15 AM","29.91","77","75","5","SSE","0.00","95","24","33","37","75"
"7/13/23 6:30 AM","29.92","77","75","3","SE","0.00","96","24","33","37","76"
"7/13/23 6:45 AM","29.91","77","75","4","SE","0.00","96","24","34","37","76"
"7/13/23 7:00 AM","29.92","77","75","5","SE","0.00","96","24","33","37","76"
"7/13/23 7:15 AM","29.92","78","74","4","SSE","0.00","94","24","33","36","77"
"7/13/23 7:30 AM","29.91","78","73","4","SE","0.00","93","23","32","35","78"
"7/13/23 7:45 AM","29.92","78","73","5","SE","0.00","93","23","32","35","78"
"7/13/23 8:00 AM","29.91","79","72","3","SE","0.00","92","23","32","34","80"
"7/13/23 8:15 AM","29.91","80","69","3","S","0.00","91","23","31","34","80"
"7/13/23 8:30 AM","29.91","80","69","4","SSE","0.00","91","22","31","33","81"
"7/13/23 8:45 AM","29.91","81","69","6","SE","0.00","93","23","32","34","82"
"7/13/23 9:00 AM","29.91","81","67","6","SE","0.00","90","22","30","32","81"
"7/13/23 9:15 AM","29.91","82","65","7","SE","0.00","88","22","30","32","81"
"7/13/23 9:30 AM","29.90","81","64","7","SSE","0.00","89","22","30","32","81"
"7/13/23 9:45 AM","29.90","82","63","7","SSE","0.00","90","22","30","32","81"
"7/13/23 10:00 AM","29.90","83","61","9","SSE","0.00","91","23","31","33","82"
"7/13/23 10:15 AM","29.90","83","60","9","SE","0.00","89","23","30","32","83"
"7/13/23 10:30 AM","29.90","85","57","8","SE","0.00","88","22","30","31","85"
"7/13/23 10:45 AM","29.89","85","58","9","SE","0.00","87","22","29","30","84"
"7/13/23 11:00 AM","29.88","86","54","9","SE","0.00","86","22","28","30","85"
"7/13/23 11:15 AM","29.89","86","54","9","SE","0.00","86","22","29","30","86"
"7/13/23 11:30 AM","29.88","87","56","11","SE","0.00","86","21","29","30","86"
"7/13/23 11:45 AM","29.88","86","56","11","ESE","0.00","85","21","28","29","86"
"7/13/23 12:00 PM","29.88","87","55","10","SE","0.00","83","21","27","28","86"
"7/13/23 12:15 PM","29.88","87","54","11","SE","0.00","84","21","28","29","86"
"7/13/23 12:30 PM","29.87","86","62","10","ESE","0.00","82","21","27","28","85"
"7/13/23 12:45 PM","29.87","85","62","11","ESE","0.00","80","20","26","27","84"
"7/13/23 1:00 PM","29.86","84","67","12","SE","0.00","80","20","26","27","83"
"7/13/23 1:15 PM","29.86","85","65","11","ESE","0.00","79","20","26","27","83"
"7/13/23 1:30 PM","29.85","85","68","13","ESE","0.00","81","20","26","27","84"
"7/13/23 1:45 PM","29.85","85","68","12","SE","0.00","84","20","28","29","84"
"7/13/23 2:00 PM","29.84","85","67","12","ESE","0.00","82","20","27","28","84"
"7/13/23 2:15 PM","29.84","84","67","13","ESE","0.00","82","20","27","28","83"
"7/13/23 2:30 PM","29.83","84","69","13","ESE","0.00","82","20","27","28","83"
"7/13/23 2:45 PM","29.83","84","71","14","ESE","0.00","83","20","28","29","83"
"7/13/23 3:00 PM","29.82","84","71","15","ESE","0.00","86","21","29","31","83"
"7/13/23 3:15 PM","29.82","84","71","16","ESE","0.00","86","21","29","30","83"
"7/13/23 3:30 PM","29.82","85","70","16","ESE","0.00","92","23","32","35","83"
"7/13/23 3:45 PM","29.82","85","69","17","ESE","0.00","90","22","31","34","83"
"7/13/23 4:00 PM","29.82","85","69","16","ESE","0.00","90","22","31","33","84"
"7/13/23 4:15 PM","29.81","85","73","15","ESE","0.00","92","22","32","35","84"
"7/13/23 4:30 PM","29.81","84","74","15","ESE","0.00","92","23","32","35","83"
"7/13/23 4:45 PM","29.80","84","74","14","ESE","0.00","92","23","32","35","84"
"7/13/23 5:00 PM","29.80","85","73","13","ESE","0.00","93","23","32","36","84"
"7/13/23 5:15 PM","29.80","85","73","12","ESE","0.00","91","22","31","34","84"
"7/13/23 5:30 PM","29.79","85","72","11","ESE","0.00","92","23","32","34","84"
"7/13/23 5:45 PM","29.79","86","71","11","ESE","0.00","92","23","32","35","85"
"7/13/23 6:00 PM","29.79","86","71","10","ESE","0.00","90","22","31","33","86"
"7/13/23 6:15 PM","29.79","86","70","10","ESE","0.00","89","22","30","33","85"
"7/13/23 6:30 PM","29.79","86","69","12","ESE","0.00","92","23","32","35","85"
"7/13/23 6:45 PM","29.79","87","67","12","ESE","0.00","91","23","31","34","85"
"7/13/23 7:00 PM","29.79","87","68","11","ESE","0.00","91","22","31","34","85"
"7/13/23 7:15 PM","29.79","86","67","9","SE","0.00","90","22","31","33","85"
"7/13/23 7:30 PM","29.79","86","68","9","SE","0.00","91","22","31","33","84"
"7/13/23 7:45 PM","29.80","86","67","9","ESE","0.00","87","22","29","31","84"
"7/13/23 8:00 PM","29.80","86","67","8","ESE","0.00","86","21","29","31","84"
"7/13/23 8:15 PM","29.80","86","67","9","SE","0.00","87","21","29","31","84"
"7/13/23 8:30 PM","29.80","86","67","8","SE","0.00","87","22","29","31","83"
"7/13/23 8:45 PM","29.80","86","67","9","SE","0.00","85","21","28","30","83"
"7/13/23 9:00 PM","29.81","85","67","9","ESE","0.00","85","21","28","30","83"
"7/13/23 9:15 PM","29.83","85","68","9","SE","0.00","85","21","28","30","83"
"7/13/23 9:30 PM","29.83","84","70","7","ESE","0.00","85","21","28","30","82"
"7/13/23 9:45 PM","29.83","84","69","7","ESE","0.00","86","21","29","30","82"
"7/13/23 10:00 PM","29.83","84","69","8","ESE","0.00","87","22","29","30","82"
"7/13/23 10:15 PM","29.83","84","69","7","SE","0.00","86","21","29","30","81"
"7/13/23 10:30 PM","29.84","84","69","8","SE","0.00","85","21","28","29","81"
"7/13/23 10:45 PM","29.83","83","70","7","SE","0.00","84","21","28","29","81"
"7/13/23 11:00 PM","29.83","83","71","8","SE","0.00","84","21","28","29","80"
"7/13/23 11:15 PM","29.84","82","72","8","SE","0.00","84","21","28","29","80"
"7/13/23 11:30 PM","29.84","82","74","7","SE","0.00","82","20","27","28","80"
"7/13/23 11:45 PM","29.83","82","75","7","SE","0.00","83","20","27","28","80"
"7/14/23 12:00 AM","29.83","82","75","6","SE","0.00","82","20","27","28","80"
"7/14/23 12:15 AM","29.83","81","76","4","SE","0.00","82","20","27","28","80"
"7/14/23 12:30 AM","29.83","81","76","5","ESE","0.00","84","20","28","29","79"
"7/14/23 12:45 AM","29.83","81","77","5","ESE","0.00","82","20","27","28","79"
"7/14/23 1:00 AM","29.83","81","77","6","SE","0.00","81","20","26","27","79"
"7/14/23 1:15 AM","29.82","81","77","6","SE","0.00","80","20","26","27","79"
"7/14/23 1:30 AM","29.84","81","77","4","ESE","0.00","79","19","25","26","79"
"7/14/23 1:45 AM","29.85","81","77","3","ESE","0.00","78","19","25","26","79"
"7/14/23 2:00 AM","29.85","81","78","2","E","0.00","75","18","24","25","79"
"7/14/23 2:15 AM","29.86","80","80","2","NNE","0.00","75","18","24","24","79"
"7/14/23 2:30 AM","29.86","80","79","2","NNW","0.00","76","19","24","25","79"
"7/14/23 2:45 AM","29.86","80","78","4","N","0.00","76","18","24","25","79"
"7/14/23 3:00 AM","29.86","79","74","9","NNW","0.00","66","15","19","20","79"
"7/14/23 3:15 AM","29.87","78","69","10","N","0.00","54","11","14","14","78"
"7/14/23 3:30 AM","29.86","78","67","10","N","0.00","42","8","10","10","77"
"7/14/23 3:45 AM","29.87","78","64","7","N","0.00","35","7","8","9","77"
"7/14/23 4:00 AM","29.87","77","65","8","N","0.00","24","5","6","6","77"
"7/14/23 4:15 AM","29.86","77","69","7","N","0.02","24","5","6","6","76"
"7/14/23 4:30 AM","29.85","76","70","6","NNE","0.00","21","4","5","5","74"
"7/14/23 4:45 AM","29.85","75","72","6","ENE","0.00","20","4","5","5","73"
"7/14/23 5:00 AM","29.85","75","74","4","NNE","0.00","25","5","6","7","73"
"7/14/23 5:15 AM","29.85","75","74","5","N","0.00","31","6","8","8","73"
"7/14/23 5:30 AM","29.87","75","76","2","ENE","0.00","35","7","8","9","73"
"7/14/23 5:45 AM","29.86","75","74","3","ENE","0.00","35","7","8","9","73"
"7/14/23 6:00 AM","29.86","75","73","4","N","0.00","35","7","8","9","74"
"7/14/23 6:15 AM","29.85","76","72","4","N","0.00","33","6","8","8","74"
"7/14/23 6:30 AM","29.86","76","75","2","NW","0.00","36","7","9","9","75"
"7/14/23 6:45 AM","29.86","76","72","2","NE","0.00","34","7","8","8","76"
"7/14/23 7:00 AM","29.87","76","72","3","NNE","0.00","35","7","8","9","76"
"7/14/23 7:15 AM","29.87","76","74","3","NE","0.00","35","7","8","9","76"
"7/14/23 7:30 AM","29.88","76","75","4","ENE","0.00","40","8","10","10","75"
"7/14/23 7:45 AM","29.86","76","82","5","SSE","0.12","43","8","10","11","74"
"7/14/23 8:00 AM","29.87","74","84","6","NNW","0.06","45","8","11","13","72"
"7/14/23 8:15 AM","29.88","74","82","4","NW","0.00","35","7","8","9","71"
