"#MaryWhalen  - #PortSideNY"
"7/11/23 12:00 AM : 1 Year"
"","","PortSide NewYork","PortSide NewYork","PortSide NewYork","PortSide NewYork","PortSide NewYork","MaryWhalenAQI monitor","MaryWhalenAQI monitor","MaryWhalenAQI monitor","MaryWhalenAQI monitor","MaryWhalenAQI monitor"
"","Barometer","Vantage Vue, Wireless","Vantage Vue, Wireless","Vantage Vue, Wireless","Vantage Vue, Wireless","Vantage Vue, Wireless","AirLink","AirLink","AirLink","AirLink","AirLink"
"","","","","","","","","","","",""
"Date & Time","Barometer - in Hg","Temp - °F","Hum - %","Avg Wind Speed - mph","Avg Wind Dir","Rain - in","AQI","PM 1 - ug/m³","PM 2.5 - ug/m³","PM 10 - ug/m³","Temp - °F"
"9/2/23 11:15 AM","30.22","73","56","4","SSE","0.00","19","4","5","5","77"
"9/2/23 11:30 AM","30.21","73","54","5","S","0.00","19","4","4","5","77"
"9/2/23 11:45 AM","30.20","74","55","5","SSE","0.00","19","4","4","5","77"
"9/2/23 12:00 PM","30.19","74","55","5","SSE","0.00","20","4","5","5","77"
"9/2/23 12:15 PM","30.19","74","54","5","S","0.00","21","4","5","6","78"
"9/2/23 12:30 PM","30.19","75","53","7","SSE","0.00","22","4","5","6","77"
"9/2/23 12:45 PM","30.17","75","55","6","SSE","0.00","21","4","5","5","77"
"9/2/23 1:00 PM","30.17","75","52","6","SSE","0.00","22","4","5","6","78"
"9/2/23 1:15 PM","30.17","75","52","7","SSE","0.00","23","5","6","6","77"
"9/2/23 1:30 PM","30.17","76","51","6","SSE","0.00","22","5","5","6","77"
"9/2/23 1:45 PM","30.16","76","53","8","SSE","0.00","24","5","6","6","77"
"9/2/23 2:00 PM","30.15","76","53","9","SE","0.00","21","4","5","6","76"
"9/2/23 2:15 PM","30.14","76","52","9","SE","0.00","24","5","6","6","76"
"9/2/23 2:30 PM","30.14","76","52","9","SE","0.00","22","4","5","6","76"
"9/2/23 2:45 PM","30.12","76","52","8","SE","0.00","26","5","6","7","76"
"9/2/23 3:00 PM","30.12","77","53","9","ESE","0.00","28","6","7","7","76"
"9/2/23 3:15 PM","30.12","77","52","10","ESE","0.00","22","4","5","6","76"
"9/2/23 3:30 PM","30.11","76","54","11","ESE","0.00","21","4","5","5","75"
"9/2/23 3:45 PM","30.11","76","54","10","ESE","0.00","21","4","5","6","75"
"9/2/23 4:00 PM","30.11","76","55","11","ESE","0.00","21","4","5","5","75"
"9/2/23 4:15 PM","30.11","75","56","11","ESE","0.00","20","4","5","5","74"
"9/2/23 4:30 PM","30.11","76","57","10","ESE","0.00","26","5","6","7","74"
"9/2/23 4:45 PM","30.10","76","57","9","ESE","0.00","21","4","5","6","74"
"9/2/23 5:00 PM","30.09","75","60","11","ESE","0.00","18","4","4","5","73"
"9/2/23 5:15 PM","30.09","75","60","11","ESE","0.00","17","4","4","5","73"
"9/2/23 5:30 PM","30.09","75","61","10","ESE","0.00","18","4","4","5","73"
"9/2/23 5:45 PM","30.08","75","61","10","ESE","0.00","20","4","5","5","73"
"9/2/23 6:00 PM","30.08","75","62","9","ESE","0.00","20","4","5","6","73"
"9/2/23 6:15 PM","30.08","74","63","8","ESE","0.00","20","4","5","6","72"
"9/2/23 6:30 PM","30.08","74","64","8","ESE","0.00","21","4","5","6","72"
"9/2/23 6:45 PM","30.08","74","65","7","ESE","0.00","23","4","5","6","72"
"9/2/23 7:00 PM","30.08","74","66","7","SE","0.00","21","4","5","6","72"
"9/2/23 7:15 PM","30.08","74","66","8","SE","0.00","22","4","5","6","71"
"9/2/23 7:30 PM","30.07","73","67","10","SE","0.00","20","4","5","5","70"
"9/2/23 7:45 PM","30.07","73","68","8","SE","0.00","26","5","6","7","70"
"9/2/23 8:00 PM","30.08","73","69","7","SE","0.00","31","6","8","8","70"
"9/2/23 8:15 PM","30.07","73","68","7","SE","0.00","31","6","8","8","70"
"9/2/23 8:30 PM","30.07","72","67","7","SE","0.00","26","5","6","7","70"
"9/2/23 8:45 PM","30.07","72","69","9","SE","0.00","25","5","6","6","69"
"9/2/23 9:00 PM","30.07","72","69","7","SE","0.00","26","5","6","7","69"
"9/2/23 9:15 PM","30.06","72","70","9","SE","0.00","29","6","7","8","69"
"9/2/23 9:30 PM","30.06","72","70","6","ESE","0.00","25","5","6","6","69"
"9/2/23 9:45 PM","30.07","71","71","5","SE","0.00","31","6","8","8","69"
"9/2/23 10:00 PM","30.08","71","72","4","SSE","0.00","32","6","8","8","69"
"9/2/23 10:15 PM","30.08","71","72","6","SSE","0.00","28","6","7","7","69"
"9/2/23 10:30 PM","30.07","71","73","5","SSE","0.00","28","6","7","7","69"
"9/2/23 10:45 PM","30.07","71","73","6","SE","0.00","26","5","6","7","68"
"9/2/23 11:00 PM","30.06","71","73","6","SE","0.00","27","5","6","7","68"
"9/2/23 11:15 PM","30.06","71","74","7","SE","0.00","27","6","7","7","68"
"9/2/23 11:30 PM","30.05","70","74","7","SE","0.00","30","6","7","8","68"
"9/2/23 11:45 PM","30.04","70","75","7","SE","0.00","31","6","8","8","68"
"9/3/23 12:00 AM","30.03","70","75","9","SE","0.00","31","6","8","8","67"
"9/3/23 12:15 AM","30.04","70","76","9","SSE","0.00","34","7","8","9","67"
"9/3/23 12:30 AM","30.05","70","77","8","SSE","0.00","36","7","9","9","67"
"9/3/23 12:45 AM","30.04","70","75","5","S","0.00","36","7","9","9","68"
"9/3/23 1:00 AM","30.05","70","76","4","SSW","0.00","39","8","9","10","68"
"9/3/23 1:15 AM","30.05","70","76","4","S","0.00","38","8","9","10","68"
"9/3/23 1:30 AM","30.04","70","76","4","S","0.00","41","8","10","10","68"
"9/3/23 1:45 AM","30.04","70","76","3","S","0.00","42","8","10","10","68"
"9/3/23 2:00 AM","30.04","70","76","4","S","0.00","41","8","10","10","68"
"9/3/23 2:15 AM","30.04","70","76","4","S","0.00","44","9","10","11","68"
"9/3/23 2:30 AM","30.04","70","76","4","S","0.00","43","9","10","11","67"
"9/3/23 2:45 AM","30.03","70","77","5","S","0.00","44","9","11","11","67"
"9/3/23 3:00 AM","30.03","69","78","4","S","0.00","43","9","10","11","67"
"9/3/23 3:15 AM","30.03","69","77","4","S","0.00","45","9","11","11","67"
"9/3/23 3:30 AM","30.02","69","78","4","S","0.00","44","9","11","11","67"
"9/3/23 3:45 AM","30.01","69","78","5","SSW","0.00","44","9","11","11","67"
"9/3/23 4:00 AM","30.01","69","78","4","S","0.00","43","9","10","11","67"
"9/3/23 4:15 AM","30.01","69","78","4","S","0.00","41","8","10","10","67"
"9/3/23 4:30 AM","30.01","69","79","5","SSW","0.00","42","8","10","11","67"
"9/3/23 4:45 AM","30.00","69","79","5","S","0.00","41","8","10","11","67"
"9/3/23 5:00 AM","30.00","69","80","4","S","0.00","42","8","10","11","67"
"9/3/23 5:15 AM","30.01","69","80","4","SSW","0.00","43","8","10","11","67"
"9/3/23 5:30 AM","30.00","69","80","3","SSW","0.00","46","9","11","12","66"
"9/3/23 5:45 AM","30.00","68","80","3","SSW","0.00","46","9","11","12","66"
"9/3/23 6:00 AM","30.01","68","80","4","SSW","0.00","52","10","12","13","66"
"9/3/23 6:15 AM","30.00","68","80","5","SSW","0.00","49","10","12","13","66"
"9/3/23 6:30 AM","30.00","68","81","4","SSW","0.00","48","10","12","12","66"
"9/3/23 6:45 AM","30.00","68","82","5","SSW","0.00","49","10","12","12","66"
"9/3/23 7:00 AM","30.01","68","82","4","SSW","0.00","53","11","13","14","66"
"9/3/23 7:15 AM","30.01","68","82","4","SSW","0.00","53","11","13","14","66"
"9/3/23 7:30 AM","30.01","69","81","4","SSW","0.00","60","14","16","17","67"
"9/3/23 7:45 AM","30.01","69","80","3","SSW","0.00","54","11","14","15","69"
"9/3/23 8:00 AM","30.01","69","81","3","SSW","0.00","56","12","15","15","69"
"9/3/23 8:15 AM","30.01","69","80","2","SSW","0.00","61","14","17","18","69"
"9/3/23 8:30 AM","30.01","70","78","3","SW","0.00","53","11","13","14","72"
"9/3/23 8:45 AM","30.00","71","77","3","SW","0.00","51","10","12","13","74"
"9/3/23 9:00 AM","30.01","71","78","4","SW","0.00","51","10","12","12","74"
"9/3/23 9:15 AM","30.00","72","75","4","SW","0.00","48","10","12","12","73"
"9/3/23 9:30 AM","30.00","73","73","3","SSW","0.00","49","10","12","12","75"
"9/3/23 9:45 AM","30.00","74","73","4","SSW","0.00","55","12","14","14","77"
"9/3/23 10:00 AM","29.99","75","72","4","SSW","0.00","59","14","16","17","79"
"9/3/23 10:15 AM","29.99","76","68","3","SW","0.00","53","11","13","13","82"
"9/3/23 10:30 AM","29.99","78","65","3","SSW","0.00","53","11","13","14","84"
"9/3/23 10:45 AM","29.98","79","64","3","SSW","0.00","54","12","14","14","86"
"9/3/23 11:00 AM","29.98","80","62","3","S","0.00","56","12","15","15","86"
"9/3/23 11:15 AM","29.98","81","62","4","SSE","0.00","57","12","15","15","86"
"9/3/23 11:30 AM","29.96","82","61","4","S","0.00","62","14","17","18","87"
"9/3/23 11:45 AM","29.96","82","58","5","S","0.00","63","14","18","18","86"
"9/3/23 12:00 PM","29.95","83","57","5","SSE","0.00","61","14","17","18","87"
"9/3/23 12:15 PM","29.95","83","55","4","SSW","0.00","60","14","17","17","88"
"9/3/23 12:30 PM","29.94","84","52","5","SSW","0.00","57","12","15","16","88"
"9/3/23 12:45 PM","29.93","85","53","4","SSW","0.00","55","12","14","15","88"
"9/3/23 1:00 PM","29.93","85","50","4","SSW","0.00","55","12","14","15","89"
"9/3/23 1:15 PM","29.93","85","51","5","SSE","0.00","58","13","15","16","88"
"9/3/23 1:30 PM","29.92","85","51","6","SSE","0.00","57","12","15","15","87"
"9/3/23 1:45 PM","29.92","85","47","5","S","0.00","54","11","13","14","88"
"9/3/23 2:00 PM","29.92","86","46","4","SSW","0.00","52","11","13","13","89"
"9/3/23 2:15 PM","29.91","87","41","5","SSW","0.00","46","9","11","12","89"
"9/3/23 2:30 PM","29.91","87","45","4","SW","0.00","45","9","11","11","89"
"9/3/23 2:45 PM","29.90","87","44","6","SW","0.00","48","10","12","12","89"
"9/3/23 3:00 PM","29.90","87","48","7","SW","0.00","50","10","12","12","88"
"9/3/23 3:15 PM","29.89","87","47","5","WSW","0.00","53","10","13","14","89"
"9/3/23 3:30 PM","29.88","87","50","6","WSW","0.00","52","10","13","13","89"
"9/3/23 3:45 PM","29.88","87","50","5","WSW","0.00","54","11","14","14","90"
"9/3/23 4:00 PM","29.88","87","51","5","WSW","0.00","58","12","15","16","89"
"9/3/23 4:15 PM","29.87","87","50","6","W","0.00","57","12","15","16","89"
"9/3/23 4:30 PM","29.87","88","49","5","WSW","0.00","58","12","15","16","89"
"9/3/23 4:45 PM","29.88","87","52","6","W","0.00","58","12","15","16","89"
"9/3/23 5:00 PM","29.87","86","55","4","WSW","0.00","59","13","16","16","88"
"9/3/23 5:15 PM","29.87","87","53","3","WSW","0.00","59","13","16","17","89"
"9/3/23 5:30 PM","29.88","86","52","5","W","0.00","58","12","16","16","88"
"9/3/23 5:45 PM","29.87","87","50","4","W","0.00","58","12","15","16","89"
"9/3/23 6:00 PM","29.87","87","55","4","W","0.00","59","13","16","17","90"
"9/3/23 6:15 PM","29.87","87","50","7","W","0.00","59","13","16","16","88"
"9/3/23 6:30 PM","29.87","87","54","4","W","0.00","58","12","15","16","88"
"9/3/23 6:45 PM","29.87","86","54","4","WNW","0.00","59","13","16","17","88"
"9/3/23 7:00 PM","29.87","86","56","3","W","0.00","60","13","16","17","86"
"9/3/23 7:15 PM","29.87","85","57","3","W","0.00","61","13","17","18","85"
"9/3/23 7:30 PM","29.87","85","59","2","W","0.00","62","14","18","18","84"
"9/3/23 7:45 PM","29.87","84","60","2","W","0.00","67","15","20","21","83"
"9/3/23 8:00 PM","29.88","84","58","3","W","0.00","63","14","18","18","83"
"9/3/23 8:15 PM","29.88","84","60","1","W","0.00","64","14","18","19","82"
"9/3/23 8:30 PM","29.89","84","60","1","WSW","0.00","65","15","19","20","82"
"9/3/23 8:45 PM","29.89","83","62","1","WSW","0.00","71","17","22","22","81"
"9/3/23 9:00 PM","29.89","83","63","1","WSW","0.00","69","16","21","22","81"
"9/3/23 9:15 PM","29.89","82","64","1","WSW","0.00","71","16","21","22","80"
"9/3/23 9:30 PM","29.90","82","68","3","WSW","0.00","69","16","21","22","80"
"9/3/23 9:45 PM","29.89","81","68","2","WSW","0.00","69","16","21","22","79"
"9/3/23 10:00 PM","29.89","80","70","2","WSW","0.00","69","16","21","22","79"
"9/3/23 10:15 PM","29.89","80","70","2","WSW","0.00","73","17","22","23","78"
"9/3/23 10:30 PM","29.90","80","70","2","W","0.00","74","17","23","24","78"
"9/3/23 10:45 PM","29.90","80","70","2","W","0.00","74","17","23","24","78"
"9/3/23 11:00 PM","29.90","80","71","2","W","0.00","73","17","22","23","78"
"9/3/23 11:15 PM","29.90","79","71","1","W","0.00","73","17","23","23","78"
"9/3/23 11:30 PM","29.90","79","72","0","W","0.00","72","17","22","23","77"
"9/3/23 11:45 PM","29.90","79","71","1","W","0.00","74","18","23","24","77"
"9/4/23 12:00 AM","29.90","79","71","0","W","0.00","74","17","23","24","77"
"9/4/23 12:15 AM","29.90","79","71","0","W","0.00","75","18","24","24","77"
"9/4/23 12:30 AM","29.89","79","71","1","W","0.00","77","18","24","25","76"
"9/4/23 12:45 AM","29.89","79","73","2","W","0.00","79","18","25","26","76"
"9/4/23 1:00 AM","29.89","78","74","2","W","0.00","80","19","26","27","76"
"9/4/23 1:15 AM","29.89","78","74","1","W","0.00","78","19","25","26","76"
"9/4/23 1:30 AM","29.88","78","73","3","W","0.00","78","18","25","26","76"
"9/4/23 1:45 AM","29.89","78","72","3","WNW","0.00","77","18","25","25","76"
"9/4/23 2:00 AM","29.89","78","74","2","W","0.00","77","18","25","26","76"
"9/4/23 2:15 AM","29.89","78","74","2","SSW","0.00","81","19","26","27","76"
"9/4/23 2:30 AM","29.89","78","73","4","SE","0.00","84","20","28","28","76"
"9/4/23 2:45 AM","29.88","78","73","2","SE","0.00","86","20","29","30","76"
"9/4/23 3:00 AM","29.88","78","74","2","SSE","0.00","83","20","27","28","76"
"9/4/23 3:15 AM","29.88","77","74","1","SSE","0.00","84","20","28","29","76"
"9/4/23 3:30 AM","29.88","77","77","2","SSW","0.00","85","20","28","30","76"
"9/4/23 3:45 AM","29.89","76","80","1","SW","0.00","84","20","28","29","75"
"9/4/23 4:00 AM","29.89","76","79","1","SW","0.00","82","20","27","28","75"
"9/4/23 4:15 AM","29.88","75","79","1","SW","0.00","84","20","28","28","74"
"9/4/23 4:30 AM","29.88","75","79","1","SSW","0.00","86","21","29","30","74"
"9/4/23 4:45 AM","29.88","75","80","1","SSW","0.00","84","20","28","29","74"
"9/4/23 5:00 AM","29.89","75","81","1","SW","0.00","86","21","29","30","73"
"9/4/23 5:15 AM","29.89","75","81","0","SW","0.00","87","21","29","31","73"
"9/4/23 5:30 AM","29.89","74","82","1","SW","0.00","84","20","28","29","73"
"9/4/23 5:45 AM","29.89","74","81","0","SW","0.00","85","20","28","30","73"
"9/4/23 6:00 AM","29.89","74","83","1","SW","0.00","84","20","28","29","72"
"9/4/23 6:15 AM","29.90","74","81","1","SW","0.00","85","20","28","29","72"
"9/4/23 6:30 AM","29.91","74","79","3","W","0.00","83","20","27","28","72"
"9/4/23 6:45 AM","29.90","75","79","2","W","0.00","91","22","31","34","73"
"9/4/23 7:00 AM","29.88","75","80","4","SE","0.00","92","23","32","35","73"
"9/4/23 7:15 AM","29.92","75","79","3","W","0.00","86","21","29","30","74"
"9/4/23 7:30 AM","29.91","76","74","3","WNW","0.00","79","19","25","26","75"
"9/4/23 7:45 AM","29.91","77","73","5","WNW","0.00","76","18","24","25","76"
"9/4/23 8:00 AM","29.90","77","71","5","NW","0.00","68","16","20","21","76"
"9/4/23 8:15 AM","29.89","77","71","3","WNW","0.00","68","16","20","21","77"
"9/4/23 8:30 AM","29.89","77","73","3","WSW","0.00","71","16","22","22","78"
"9/4/23 8:45 AM","29.88","77","74","4","SW","0.00","68","16","20","21","76"
"9/4/23 9:00 AM","29.90","76","75","5","NW","0.00","68","16","20","21","77"
"9/4/23 9:15 AM","29.87","77","72","3","NNW","0.00","69","16","21","21","77"
"9/4/23 9:30 AM","29.85","78","72","4","SE","0.00","72","17","22","23","77"
"9/4/23 9:45 AM","29.87","78","71","3","NNE","0.00","70","16","21","22","77"
"9/4/23 10:00 AM","29.88","78","71","5","N","0.00","71","17","22","23","78"
"9/4/23 10:15 AM","29.90","78","71","6","NNW","0.00","69","16","21","22","79"
"9/4/23 10:30 AM","29.89","78","70","6","NW","0.00","71","17","22","23","80"
"9/4/23 10:45 AM","29.88","79","67","3","NW","0.00","72","17","22","23","82"
"9/4/23 11:00 AM","29.89","80","66","2","SW","0.00","72","17","22","23","85"
"9/4/23 11:15 AM","29.89","80","66","2","SW","0.00","74","18","23","24","84"
"9/4/23 11:30 AM","29.89","80","66","2","WSW","0.00","75","18","23","24","84"
"9/4/23 11:45 AM","29.89","81","66","3","WSW","0.00","71","17","22","23","86"
"9/4/23 12:00 PM","29.90","83","64","3","SW","0.00","73","17","22","23","88"
"9/4/23 12:15 PM","29.89","83","63","4","SSW","0.00","79","19","25","26","88"
"9/4/23 12:30 PM","29.88","83","64","5","SSE","0.00","78","19","25","26","87"
"9/4/23 12:45 PM","29.88","83","61","3","SSE","0.00","76","18","24","24","87"
"9/4/23 1:00 PM","29.86","85","58","3","S","0.00","70","17","21","22","90"
"9/4/23 1:15 PM","29.87","85","60","4","S","0.00","76","19","24","25","88"
"9/4/23 1:30 PM","29.86","86","57","2","SSW","0.00","69","16","21","21","92"
"9/4/23 1:45 PM","29.86","87","53","2","S","0.00","73","18","23","24","93"
"9/4/23 2:00 PM","29.86","88","54","3","SW","0.00","71","17","22","22","94"
"9/4/23 2:15 PM","29.85","88","56","4","SSW","0.00","70","17","21","22","92"
"9/4/23 2:30 PM","29.84","88","55","4","SSW","0.00","70","17","21","22","91"
"9/4/23 2:45 PM","29.84","88","55","4","WSW","0.00","64","14","18","19","91"
"9/4/23 3:00 PM","29.85","88","55","4","WSW","0.00","65","15","19","20","91"
"9/4/23 3:15 PM","29.85","86","62","8","NNW","0.00","70","17","21","22","89"
"9/4/23 3:30 PM","29.85","85","62","7","N","0.00","78","19","25","26","88"
"9/4/23 3:45 PM","29.85","85","61","6","N","0.00","82","20","27","28","87"
"9/4/23 4:00 PM","29.85","85","61","5","NNE","0.00","84","20","28","29","88"
"9/4/23 4:15 PM","29.85","86","59","3","NE","0.00","87","21","29","31","89"
"9/4/23 4:30 PM","29.85","87","59","3","N","0.00","84","20","28","29","92"
"9/4/23 4:45 PM","29.85","87","60","3","NNW","0.00","81","20","26","27","93"
"9/4/23 5:00 PM","29.85","87","59","2","NNW","0.00","82","20","27","28","93"
"9/4/23 5:15 PM","29.85","87","58","1","NNW","0.00","80","19","26","27","93"
"9/4/23 5:30 PM","29.85","88","58","1","NNW","0.00","79","19","25","26","94"
"9/4/23 5:45 PM","29.85","88","58","2","NW","0.00","82","20","27","28","94"
"9/4/23 6:00 PM","29.85","87","60","2","S","0.00","88","21","30","31","90"
"9/4/23 6:15 PM","29.85","87","60","3","S","0.00","90","22","31","33","88"
"9/4/23 6:30 PM","29.86","87","60","2","SSE","0.00","91","22","31","33","88"
"9/4/23 6:45 PM","29.86","87","60","1","SSE","0.00","87","21","29","31","89"
"9/4/23 7:00 PM","29.86","86","67","3","S","0.00","86","21","29","30","86"
"9/4/23 7:15 PM","29.86","82","68","4","SSE","0.00","91","22","31","34","82"
"9/4/23 7:30 PM","29.87","83","67","4","SE","0.00","92","23","32","34","82"
"9/4/23 7:45 PM","29.88","83","65","4","SE","0.00","93","23","32","35","81"
"9/4/23 8:00 PM","29.88","84","64","2","ESE","0.00","94","23","33","36","82"
"9/4/23 8:15 PM","29.89","84","64","3","SE","0.00","98","24","34","39","82"
"9/4/23 8:30 PM","29.89","83","65","3","SSE","0.00","92","23","32","34","82"
"9/4/23 8:45 PM","29.89","82","66","4","SSE","0.00","90","22","31","33","81"
"9/4/23 9:00 PM","29.90","82","66","2","SSE","0.00","90","22","31","33","81"
"9/4/23 9:15 PM","29.89","82","68","3","S","0.00","89","22","30","32","81"
"9/4/23 9:30 PM","29.89","82","67","3","SSE","0.00","88","21","30","32","81"
"9/4/23 9:45 PM","29.90","82","69","1","S","0.00","87","21","29","31","81"
"9/4/23 10:00 PM","29.90","81","72","1","S","0.00","87","21","29","31","80"
"9/4/23 10:15 PM","29.89","80","73","0","S","0.00","88","21","30","32","80"
"9/4/23 10:30 PM","29.89","80","70","1","S","0.00","91","22","31","34","79"
"9/4/23 10:45 PM","29.89","81","72","0","S","0.00","91","22","31","34","79"
"9/4/23 11:00 PM","29.89","80","72","0","N","0.00","91","22","31","34","79"
"9/4/23 11:15 PM","29.89","80","72","0","S","0.00","95","23","33","37","79"
"9/4/23 11:30 PM","29.89","80","71","0","N","0.00","95","23","33","36","79"
"9/4/23 11:45 PM","29.89","80","72","1","S","0.00","96","24","34","38","79"
"9/5/23 12:00 AM","29.90","80","72","0","S","0.00","98","24","34","39","79"
"9/5/23 12:15 AM","29.89","80","74","1","S","0.00","98","24","34","39","78"
"9/5/23 12:30 AM","29.89","79","75","0","S","0.00","99","24","35","40","78"
"9/5/23 12:45 AM","29.90","79","76","1","S","0.00","104","26","37","43","78"
"9/5/23 1:00 AM","29.90","78","78","1","S","0.00","104","26","37","43","77"
"9/5/23 1:15 AM","29.89","78","77","1","S","0.00","105","26","37","43","77"
"9/5/23 1:30 AM","29.89","79","76","1","S","0.00","103","26","36","42","77"
"9/5/23 1:45 AM","29.89","79","78","1","SSW","0.00","105","26","37","43","77"
"9/5/23 2:00 AM","29.89","78","78","1","SW","0.00","104","26","37","43","77"
"9/5/23 2:15 AM","29.90","78","79","0","SW","0.00","97","24","34","38","77"
"9/5/23 2:30 AM","29.90","79","78","2","W","0.00","95","23","33","37","77"
"9/5/23 2:45 AM","29.90","79","79","3","NNW","0.00","88","21","30","31","77"
"9/5/23 3:00 AM","29.90","79","79","3","NNW","0.00","85","20","28","30","77"
"9/5/23 3:15 AM","29.91","79","79","4","NW","0.00","86","21","29","30","77"
"9/5/23 3:30 AM","29.91","79","78","5","NNW","0.00","87","21","29","31","77"
"9/5/23 3:45 AM","29.91","79","79","4","NNW","0.00","88","21","30","31","77"
"9/5/23 4:00 AM","29.91","78","79","3","NNW","0.00","87","21","29","31","77"
"9/5/23 4:15 AM","29.91","78","80","2","NNW","0.00","86","21","29","30","77"
"9/5/23 4:30 AM","29.91","78","80","4","NW","0.00","87","21","29","31","76"
"9/5/23 4:45 AM","29.91","78","80","4","NW","0.00","88","21","30","31","76"
"9/5/23 5:00 AM","29.92","78","81","4","NW","0.00","89","22","30","32","76"
"9/5/23 5:15 AM","29.92","78","81","4","NW","0.00","90","22","30","32","76"
"9/5/23 5:30 AM","29.93","78","81","3","NW","0.00","89","22","30","32","76"
"9/5/23 5:45 AM","29.93","78","80","2","WNW","0.00","88","21","30","32","76"
"9/5/23 6:00 AM","29.93","78","80","2","WNW","0.00","87","21","29","30","76"
"9/5/23 6:15 AM","29.94","77","80","3","WNW","0.00","86","21","29","30","76"
"9/5/23 6:30 AM","29.95","77","79","3","WNW","0.00","87","21","29","31","75"
"9/5/23 6:45 AM","29.95","77","79","4","WNW","0.00","87","21","29","30","76"
"9/5/23 7:00 AM","29.96","77","78","4","WNW","0.00","87","21","29","31","76"
"9/5/23 7:15 AM","29.96","77","79","5","NW","0.00","86","21","29","30","76"
"9/5/23 7:30 AM","29.96","77","78","4","NW","0.00","88","22","30","32","76"
"9/5/23 7:45 AM","29.97","77","78","4","NW","0.00","88","21","30","31","77"
"9/5/23 8:00 AM","29.96","77","78","5","NW","0.00","87","21","29","31","78"
"9/5/23 8:15 AM","29.96","78","76","7","NW","0.00","85","20","28","29","80"
"9/5/23 8:30 AM","29.96","78","75","6","NW","0.00","84","20","28","29","81"
"9/5/23 8:45 AM","29.96","79","74","6","NW","0.00","81","20","26","27","83"
"9/5/23 9:00 AM","29.96","79","73","6","NW","0.00","80","19","26","27","84"
"9/5/23 9:15 AM","29.96","80","72","6","NW","0.00","79","19","26","27","86"
"9/5/23 9:30 AM","29.95","80","72","7","NW","0.00","81","20","26","28","86"
"9/5/23 9:45 AM","29.95","80","72","8","NW","0.00","81","20","26","27","85"
"9/5/23 10:00 AM","29.96","81","70","7","NW","0.00","78","19","25","26","86"
"9/5/23 10:15 AM","29.96","81","70","8","NW","0.00","79","19","25","26","87"
"9/5/23 10:30 AM","29.96","82","69","7","NW","0.00","82","20","27","28","88"
"9/5/23 10:45 AM","29.95","82","68","7","NW","0.00","79","20","26","26","87"
"9/5/23 11:00 AM","29.95","82","68","7","NW","0.00","78","19","25","26","88"
"9/5/23 11:15 AM","29.95","83","66","7","NW","0.00","80","20","26","27","89"
"9/5/23 11:30 AM","29.95","84","65","8","NW","0.00","80","20","26","27","90"
"9/5/23 11:45 AM","29.95","84","64","6","NW","0.00","80","19","26","27","91"
"9/5/23 12:00 PM","29.94","85","62","4","NW","0.00","80","19","26","27","94"
"9/5/23 12:15 PM","29.94","86","58","4","NW","0.00","72","17","22","23","96"
"9/5/23 12:30 PM","29.94","86","60","6","NW","0.00","79","19","26","26","95"
"9/5/23 12:45 PM","29.94","86","59","6","NW","0.00","80","19","26","27","95"
"9/5/23 1:00 PM","29.94","87","59","7","NW","0.00","79","19","26","26","95"
"9/5/23 1:15 PM","29.93","87","59","6","NNW","0.00","81","20","26","28","96"
"9/5/23 1:30 PM","29.93","88","58","5","NNW","0.00","80","20","26","27","98"
"9/5/23 1:45 PM","29.93","88","55","5","NNW","0.00","78","19","25","26","98"
"9/5/23 2:00 PM","29.93","88","56","3","NNW","0.00","77","19","24","25","100"
"9/5/23 2:15 PM","29.93","88","56","5","NNW","0.00","78","19","25","26","100"
"9/5/23 2:30 PM","29.92","89","55","4","NNW","0.00","80","20","26","27","100"
"9/5/23 2:45 PM","29.92","89","56","4","NNW","0.00","80","19","26","27","101"
"9/5/23 3:00 PM","29.91","89","57","6","NNW","0.00","83","20","27","29","99"
"9/5/23 3:15 PM","29.91","89","57","6","NNW","0.00","82","20","27","28","98"
"9/5/23 3:30 PM","29.91","89","56","5","NNW","0.00","83","20","27","29","98"
"9/5/23 3:45 PM","29.91","89","57","6","NNW","0.00","81","20","26","28","97"
"9/5/23 4:00 PM","29.91","89","55","7","NNW","0.00","79","19","26","27","94"
"9/5/23 4:15 PM","29.91","90","56","5","NNW","0.00","80","19","26","27","94"
"9/5/23 4:30 PM","29.91","90","54","4","NW","0.00","79","19","26","27","94"
"9/5/23 4:45 PM","29.91","90","56","5","NNW","0.00","80","19","26","27","94"
"9/5/23 5:00 PM","29.91","89","57","4","NNW","0.00","80","19","26","27","94"
"9/5/23 5:15 PM","29.90","89","56","5","NW","0.00","80","19","26","27","93"
"9/5/23 5:30 PM","29.91","89","56","4","NNW","0.00","78","19","25","26","93"
"9/5/23 5:45 PM","29.91","89","58","3","NNW","0.00","81","20","26","27","93"
"9/5/23 6:00 PM","29.91","89","58","4","NW","0.00","82","20","27","28","93"
"9/5/23 6:15 PM","29.91","88","61","4","NW","0.00","83","20","27","29","91"
"9/5/23 6:30 PM","29.90","87","62","4","NW","0.00","82","20","27","28","89"
"9/5/23 6:45 PM","29.91","86","63","3","WNW","0.00","82","20","27","28","88"
"9/5/23 7:00 PM","29.91","86","65","2","NW","0.00","86","21","29","30","87"
"9/5/23 7:15 PM","29.91","85","65","2","NW","0.00","85","20","28","30","86"
"9/5/23 7:30 PM","29.91","85","67","3","NW","0.00","84","21","28","29","85"
