time_stamp,humidity,temperature,pressure,pm2.5_alt,pm1.0_atm,pm10.0_atm,local_datetime,Date,Ship,Line,Type,Guest,Crew,Shore Power Compatibility,Connection,CruiseArrival,nyc_avg_pm2.5,o3,no2,co
2023-08-02T04:00:00Z,93.533,63.067,973.562,2,1.8735,2.9735,2023-08-02T00:00:00Z,2023-08-02,NA,NA,NA,0,0,NA,NA,FALSE,20,35,8,2
2023-08-02T05:00:00Z,97.8,61.267,973.51,1.9,1.805,3.0175,2023-08-02T01:00:00Z,2023-08-02,NA,NA,NA,0,0,NA,NA,FALSE,20,35,8,2
2023-08-02T06:00:00Z,97.367,60.633,973.298,1.9,1.63,2.801,2023-08-02T02:00:00Z,2023-08-02,NA,NA,NA,0,0,NA,NA,FALSE,20,35,8,2
2023-08-02T07:00:00Z,99.767,59.067,973.153,1.7,1.462,2.569,2023-08-02T03:00:00Z,2023-08-02,NA,NA,NA,0,0,NA,NA,FALSE,20,35,8,2
2023-08-02T08:00:00Z,99.633,59,973.458,1.7,1.404,2.415,2023-08-02T04:00:00Z,2023-08-02,NA,NA,NA,0,0,NA,NA,FALSE,20,35,8,2
2023-08-02T09:00:00Z,99.6,58.566,973.941,1.7,1.445,2.417,2023-08-02T05:00:00Z,2023-08-02,NA,NA,NA,0,0,NA,NA,FALSE,20,35,8,2
2023-08-02T10:00:00Z,99.8,58.133,974.37,1.7,1.438,2.453,2023-08-02T06:00:00Z,2023-08-02,NA,NA,NA,0,0,NA,NA,FALSE,20,35,8,2
2023-08-02T11:00:00Z,99.834,60.667,974.636,1.7,1.3945,2.4125,2023-08-02T07:00:00Z,2023-08-02,NA,NA,NA,0,0,NA,NA,FALSE,20,35,8,2
2023-08-02T12:00:00Z,86.767,64.333,974.598,1.5,1.317,2.1765,2023-08-02T08:00:00Z,2023-08-02,NA,NA,NA,0,0,NA,NA,FALSE,20,35,8,2
2023-08-02T13:00:00Z,60.7,71.733,974.295,1.6,1.276,2.038,2023-08-02T09:00:00Z,2023-08-02,NA,NA,NA,0,0,NA,NA,FALSE,20,35,8,2
2023-08-02T14:00:00Z,39.2,82.666,974.096,1.6,1.21,1.982,2023-08-02T10:00:00Z,2023-08-02,NA,NA,NA,0,0,NA,NA,FALSE,20,35,8,2
2023-08-02T15:00:00Z,32.4,84.867,973.895,1.8,1.5175,2.298,2023-08-02T11:00:00Z,2023-08-02,NA,NA,NA,0,0,NA,NA,FALSE,20,35,8,2
2023-08-02T16:00:00Z,30.633,85.5,973.698,2,1.7335,2.646,2023-08-02T12:00:00Z,2023-08-02,NA,NA,NA,0,0,NA,NA,FALSE,20,35,8,2
2023-08-02T17:00:00Z,28.534,86.433,973.335,2,1.8565,2.812,2023-08-02T13:00:00Z,2023-08-02,NA,NA,NA,0,0,NA,NA,FALSE,20,35,8,2
2023-08-02T18:00:00Z,28.8,86.434,972.864,2.1,1.9565,2.9885,2023-08-02T14:00:00Z,2023-08-02,NA,NA,NA,0,0,NA,NA,FALSE,20,35,8,2
2023-08-02T19:00:00Z,30.9,84.267,972.502,2.2,2.062,3.06,2023-08-02T15:00:00Z,2023-08-02,NA,NA,NA,0,0,NA,NA,FALSE,20,35,8,2
2023-08-02T20:00:00Z,33.133,82.066,971.895,2.1,1.895,2.8875,2023-08-02T16:00:00Z,2023-08-02,NA,NA,NA,0,0,NA,NA,FALSE,20,35,8,2
2023-08-02T21:00:00Z,34.334,80.834,971.603,2.2,2.0985,3.1575,2023-08-02T17:00:00Z,2023-08-02,NA,NA,NA,0,0,NA,NA,FALSE,20,35,8,2
2023-08-02T22:00:00Z,40.033,80.3,971.273,2.3,2.1705,3.3025,2023-08-02T18:00:00Z,2023-08-02,NA,NA,NA,0,0,NA,NA,FALSE,20,35,8,2
2023-08-02T23:00:00Z,56.267,75.4,971.426,2.4,2.3245,3.645,2023-08-02T19:00:00Z,2023-08-02,NA,NA,NA,0,0,NA,NA,FALSE,20,35,8,2
2023-08-03T00:00:00Z,67.133,71.3,971.432,2.3,2.3545,3.5985,2023-08-02T20:00:00Z,2023-08-02,NA,NA,NA,0,0,NA,NA,FALSE,20,35,8,2
2023-08-03T01:00:00Z,76.267,68.1,971.572,2.4,2.502,3.898,2023-08-02T21:00:00Z,2023-08-02,NA,NA,NA,0,0,NA,NA,FALSE,20,35,8,2
2023-08-03T02:00:00Z,87.233,66.367,971.818,2.5,2.589,4.029,2023-08-02T22:00:00Z,2023-08-02,NA,NA,NA,0,0,NA,NA,FALSE,20,35,8,2
2023-08-03T03:00:00Z,92.9,66.7,971.719,2.7,2.8005,4.35,2023-08-02T23:00:00Z,2023-08-02,NA,NA,NA,0,0,NA,NA,FALSE,20,35,8,2
2023-08-03T04:00:00Z,98,65.666,971.684,2.7,2.9015,4.4405,2023-08-03T00:00:00Z,2023-08-03,NA,NA,NA,0,0,NA,NA,FALSE,14,34,10,2
2023-08-03T05:00:00Z,99.9,64.934,971.599,2.7,2.824,4.2955,2023-08-03T01:00:00Z,2023-08-03,NA,NA,NA,0,0,NA,NA,FALSE,14,34,10,2
2023-08-03T06:00:00Z,99.934,64.066,970.891,2.8,2.888,4.473,2023-08-03T02:00:00Z,2023-08-03,NA,NA,NA,0,0,NA,NA,FALSE,14,34,10,2
2023-08-03T07:00:00Z,100,63.4,970.391,2.8,3.088,4.6865,2023-08-03T03:00:00Z,2023-08-03,NA,NA,NA,0,0,NA,NA,FALSE,14,34,10,2
2023-08-03T08:00:00Z,100,62.2,970.225,2.9,3.0515,4.6755,2023-08-03T04:00:00Z,2023-08-03,NA,NA,NA,0,0,NA,NA,FALSE,14,34,10,2
2023-08-03T09:00:00Z,100,61.966,970.34,2.8,3.0305,4.605,2023-08-03T05:00:00Z,2023-08-03,NA,NA,NA,0,0,NA,NA,FALSE,14,34,10,2
2023-08-03T10:00:00Z,100,61.6,970.245,2.8,3.0095,4.579,2023-08-03T06:00:00Z,2023-08-03,NA,NA,NA,0,0,NA,NA,FALSE,14,34,10,2
2023-08-03T11:00:00Z,100,62.367,970.343,2.8,2.9665,4.6415,2023-08-03T07:00:00Z,2023-08-03,NA,NA,NA,0,0,NA,NA,FALSE,14,34,10,2
2023-08-03T12:00:00Z,100,66.2,970.344,3,3.26,4.9135,2023-08-03T08:00:00Z,2023-08-03,NA,NA,NA,0,0,NA,NA,FALSE,14,34,10,2
2023-08-03T13:00:00Z,92.367,72.6,969.853,3.5,3.757,5.597,2023-08-03T09:00:00Z,2023-08-03,NA,NA,NA,0,0,NA,NA,FALSE,14,34,10,2
2023-08-03T14:00:00Z,62.434,82.233,969.12,6.5,6.678,10.9195,2023-08-03T10:00:00Z,2023-08-03,NA,NA,NA,0,0,NA,NA,FALSE,14,34,10,2
2023-08-03T15:00:00Z,54.433,84.967,968.281,10.6,10.3765,18.2655,2023-08-03T11:00:00Z,2023-08-03,NA,NA,NA,0,0,NA,NA,FALSE,14,34,10,2
2023-08-03T16:00:00Z,55.933,84.133,967.793,13,12.4155,22.585,2023-08-03T12:00:00Z,2023-08-03,NA,NA,NA,0,0,NA,NA,FALSE,14,34,10,2
2023-08-03T17:00:00Z,54.933,84.367,967.351,14.2,13.723,25.9975,2023-08-03T13:00:00Z,2023-08-03,NA,NA,NA,0,0,NA,NA,FALSE,14,34,10,2
2023-08-03T18:00:00Z,53.567,85.733,966.93,13.9,13.7625,24.234,2023-08-03T14:00:00Z,2023-08-03,NA,NA,NA,0,0,NA,NA,FALSE,14,34,10,2
2023-08-03T19:00:00Z,54,84.966,966.515,15.1,14.728,26.323,2023-08-03T15:00:00Z,2023-08-03,NA,NA,NA,0,0,NA,NA,FALSE,14,34,10,2
2023-08-03T20:00:00Z,57.367,83.967,966.215,14,13.7195,24.3665,2023-08-03T16:00:00Z,2023-08-03,NA,NA,NA,0,0,NA,NA,FALSE,14,34,10,2
2023-08-03T21:00:00Z,60.733,83,965.637,13.8,13.74,24.181,2023-08-03T17:00:00Z,2023-08-03,NA,NA,NA,0,0,NA,NA,FALSE,14,34,10,2
2023-08-03T22:00:00Z,65.367,81.933,965.398,13.5,13.291,23.4735,2023-08-03T18:00:00Z,2023-08-03,NA,NA,NA,0,0,NA,NA,FALSE,14,34,10,2
2023-08-03T23:00:00Z,72.966,80.166,965.505,13.1,12.635,22.7925,2023-08-03T19:00:00Z,2023-08-03,NA,NA,NA,0,0,NA,NA,FALSE,14,34,10,2
2023-08-04T00:00:00Z,80.367,78.4,965.651,12.7,12.299,22.2985,2023-08-03T20:00:00Z,2023-08-03,NA,NA,NA,0,0,NA,NA,FALSE,14,34,10,2
2023-08-04T01:00:00Z,87.5,76.666,965.747,13.3,12.801,23.3965,2023-08-03T21:00:00Z,2023-08-03,NA,NA,NA,0,0,NA,NA,FALSE,14,34,10,2
2023-08-04T02:00:00Z,90.367,75.7,965.478,13.8,13.3825,24.9545,2023-08-03T22:00:00Z,2023-08-03,NA,NA,NA,0,0,NA,NA,FALSE,14,34,10,2
2023-08-04T03:00:00Z,97.867,74.6,965.44,13.6,13.344,24.6385,2023-08-03T23:00:00Z,2023-08-03,NA,NA,NA,0,0,NA,NA,FALSE,14,34,10,2
2023-08-04T04:00:00Z,100,74,965.153,12.6,12.7015,22.553,2023-08-04T00:00:00Z,2023-08-04,NA,NA,NA,0,0,NA,NA,FALSE,20,32,11,NA
2023-08-04T05:00:00Z,100,74.434,964.884,12.2,12.491,21.904,2023-08-04T01:00:00Z,2023-08-04,NA,NA,NA,0,0,NA,NA,FALSE,20,32,11,NA
2023-08-04T06:00:00Z,100,74.834,964.799,12.2,12.442,21.5565,2023-08-04T02:00:00Z,2023-08-04,NA,NA,NA,0,0,NA,NA,FALSE,20,32,11,NA
2023-08-04T07:00:00Z,100,75,964.541,11,11.219,19.229,2023-08-04T03:00:00Z,2023-08-04,NA,NA,NA,0,0,NA,NA,FALSE,20,32,11,NA
2023-08-04T08:00:00Z,100,75,964.378,10.2,10.26,17.731,2023-08-04T04:00:00Z,2023-08-04,NA,NA,NA,0,0,NA,NA,FALSE,20,32,11,NA
2023-08-04T09:00:00Z,100,74.6,964.18,7.7,7.678,13.2005,2023-08-04T05:00:00Z,2023-08-04,NA,NA,NA,0,0,NA,NA,FALSE,20,32,11,NA
2023-08-04T10:00:00Z,100,74,964.127,6.8,6.887,11.6785,2023-08-04T06:00:00Z,2023-08-04,NA,NA,NA,0,0,NA,NA,FALSE,20,32,11,NA
2023-08-04T11:00:00Z,100,74.233,964.23,6.4,6.364,10.756,2023-08-04T07:00:00Z,2023-08-04,NA,NA,NA,0,0,NA,NA,FALSE,20,32,11,NA
2023-08-04T12:00:00Z,100,74.966,964.264,5.2,4.9975,8.5955,2023-08-04T08:00:00Z,2023-08-04,NA,NA,NA,0,0,NA,NA,FALSE,20,32,11,NA
2023-08-04T13:00:00Z,97.4,76.466,964.28,5.1,4.872,8.3955,2023-08-04T09:00:00Z,2023-08-04,NA,NA,NA,0,0,NA,NA,FALSE,20,32,11,NA
2023-08-04T14:00:00Z,86.867,79.567,963.981,6,5.852,9.8055,2023-08-04T10:00:00Z,2023-08-04,NA,NA,NA,0,0,NA,NA,FALSE,20,32,11,NA
2023-08-04T15:00:00Z,62.3,85.367,963.886,8.3,8.173,13.686,2023-08-04T11:00:00Z,2023-08-04,NA,NA,NA,0,0,NA,NA,FALSE,20,32,11,NA
2023-08-04T16:00:00Z,66.534,83.867,963.747,10,9.735,16.6605,2023-08-04T12:00:00Z,2023-08-04,NA,NA,NA,0,0,NA,NA,FALSE,20,32,11,NA
2023-08-04T17:00:00Z,67.6,84,963.656,12.6,12.3335,21.4335,2023-08-04T13:00:00Z,2023-08-04,NA,NA,NA,0,0,NA,NA,FALSE,20,32,11,NA
2023-08-04T18:00:00Z,66.567,83.567,963.447,13.4,13.2775,22.959,2023-08-04T14:00:00Z,2023-08-04,NA,NA,NA,0,0,NA,NA,FALSE,20,32,11,NA
2023-08-04T19:00:00Z,77.167,81.8,963.277,14.6,14.1965,25.1605,2023-08-04T15:00:00Z,2023-08-04,NA,NA,NA,0,0,NA,NA,FALSE,20,32,11,NA
2023-08-04T20:00:00Z,77.267,81.833,963.105,14.4,13.9715,24.683,2023-08-04T16:00:00Z,2023-08-04,NA,NA,NA,0,0,NA,NA,FALSE,20,32,11,NA
2023-08-04T21:00:00Z,75.133,82.833,962.947,13.1,13.116,22.4395,2023-08-04T17:00:00Z,2023-08-04,NA,NA,NA,0,0,NA,NA,FALSE,20,32,11,NA
2023-08-04T22:00:00Z,77.233,82.133,963.253,12.9,12.9585,22.067,2023-08-04T18:00:00Z,2023-08-04,NA,NA,NA,0,0,NA,NA,FALSE,20,32,11,NA
2023-08-04T23:00:00Z,87.267,80.867,963.477,12.7,12.6645,21.7715,2023-08-04T19:00:00Z,2023-08-04,NA,NA,NA,0,0,NA,NA,FALSE,20,32,11,NA
2023-08-05T00:00:00Z,99.034,78.5,963.824,14.2,14.2055,24.775,2023-08-04T20:00:00Z,2023-08-04,NA,NA,NA,0,0,NA,NA,FALSE,20,32,11,NA
2023-08-05T01:00:00Z,98.367,76.166,964.791,11.3,11.1845,19.451,2023-08-04T21:00:00Z,2023-08-04,NA,NA,NA,0,0,NA,NA,FALSE,20,32,11,NA
2023-08-05T02:00:00Z,98.934,73.966,965.078,8.3,8.0605,14.101,2023-08-04T22:00:00Z,2023-08-04,NA,NA,NA,0,0,NA,NA,FALSE,20,32,11,NA
2023-08-05T03:00:00Z,100,72.367,965.264,8.6,8.4515,14.921,2023-08-04T23:00:00Z,2023-08-04,NA,NA,NA,0,0,NA,NA,FALSE,20,32,11,NA
2023-08-05T04:00:00Z,100,71.267,965.238,8.8,8.576,15.118,2023-08-05T00:00:00Z,2023-08-05,NA,NA,NA,0,0,NA,NA,FALSE,50,47,4,3
2023-08-05T05:00:00Z,100,69.367,965.361,7.3,7.178,12.731,2023-08-05T01:00:00Z,2023-08-05,NA,NA,NA,0,0,NA,NA,FALSE,50,47,4,3
2023-08-05T06:00:00Z,100,68.666,965.437,7.1,7.035,12.4925,2023-08-05T02:00:00Z,2023-08-05,NA,NA,NA,0,0,NA,NA,FALSE,50,47,4,3
2023-08-05T07:00:00Z,100,67.566,965.513,6.9,6.716,12.211,2023-08-05T03:00:00Z,2023-08-05,NA,NA,NA,0,0,NA,NA,FALSE,50,47,4,3
2023-08-05T08:00:00Z,100,67.4,965.611,7.2,7.1445,12.944,2023-08-05T04:00:00Z,2023-08-05,NA,NA,NA,0,0,NA,NA,FALSE,50,47,4,3
2023-08-05T09:00:00Z,100,67.767,966.053,9.6,9.4005,17.2695,2023-08-05T05:00:00Z,2023-08-05,NA,NA,NA,0,0,NA,NA,FALSE,50,47,4,3
2023-08-05T10:00:00Z,100,70,966.314,12.7,12.4145,22.9515,2023-08-05T06:00:00Z,2023-08-05,NA,NA,NA,0,0,NA,NA,FALSE,50,47,4,3
2023-08-05T11:00:00Z,100,70.6,966.487,12.2,12.017,21.8255,2023-08-05T07:00:00Z,2023-08-05,NA,NA,NA,0,0,NA,NA,FALSE,50,47,4,3
2023-08-05T12:00:00Z,100,71.666,966.856,13.2,13.087,23.329,2023-08-05T08:00:00Z,2023-08-05,NA,NA,NA,0,0,NA,NA,FALSE,50,47,4,3
2023-08-05T13:00:00Z,95.9,74.934,966.981,12.9,13.0085,22.2165,2023-08-05T09:00:00Z,2023-08-05,NA,NA,NA,0,0,NA,NA,FALSE,50,47,4,3
2023-08-05T14:00:00Z,70.833,81.2,967.246,11.2,11.3315,18.7195,2023-08-05T10:00:00Z,2023-08-05,NA,NA,NA,0,0,NA,NA,FALSE,50,47,4,3
2023-08-05T15:00:00Z,57.067,84.267,967.212,11.1,11.3165,18.8045,2023-08-05T11:00:00Z,2023-08-05,NA,NA,NA,0,0,NA,NA,FALSE,50,47,4,3
2023-08-05T16:00:00Z,53.2,83.3,967.073,13.6,14.091,23.388,2023-08-05T12:00:00Z,2023-08-05,NA,NA,NA,0,0,NA,NA,FALSE,50,47,4,3
2023-08-05T17:00:00Z,50.966,83.1,967.019,15.3,15.8595,26.4385,2023-08-05T13:00:00Z,2023-08-05,NA,NA,NA,0,0,NA,NA,FALSE,50,47,4,3
2023-08-05T18:00:00Z,48.633,84.367,966.917,15.6,16.215,27.0735,2023-08-05T14:00:00Z,2023-08-05,NA,NA,NA,0,0,NA,NA,FALSE,50,47,4,3
2023-08-05T19:00:00Z,43.7,84.767,966.709,15.1,15.4125,26.16,2023-08-05T15:00:00Z,2023-08-05,NA,NA,NA,0,0,NA,NA,FALSE,50,47,4,3
2023-08-05T20:00:00Z,45.167,84.433,966.458,13.5,13.872,23.107,2023-08-05T16:00:00Z,2023-08-05,NA,NA,NA,0,0,NA,NA,FALSE,50,47,4,3
2023-08-05T21:00:00Z,49.867,84,966.495,13.4,13.7855,22.917,2023-08-05T17:00:00Z,2023-08-05,NA,NA,NA,0,0,NA,NA,FALSE,50,47,4,3
2023-08-05T22:00:00Z,60.4,82.133,966.591,13.4,13.8045,23.028,2023-08-05T18:00:00Z,2023-08-05,NA,NA,NA,0,0,NA,NA,FALSE,50,47,4,3
2023-08-05T23:00:00Z,73,81.233,966.918,13,13.2805,22.336,2023-08-05T19:00:00Z,2023-08-05,NA,NA,NA,0,0,NA,NA,FALSE,50,47,4,3
2023-08-06T00:00:00Z,87.466,77.633,967.048,13.1,13.4755,22.543,2023-08-05T20:00:00Z,2023-08-05,NA,NA,NA,0,0,NA,NA,FALSE,50,47,4,3
2023-08-06T01:00:00Z,98.367,74.933,967.477,13.4,13.6,23.42,2023-08-05T21:00:00Z,2023-08-05,NA,NA,NA,0,0,NA,NA,FALSE,50,47,4,3
2023-08-06T02:00:00Z,100,73.9,967.695,13.6,13.8565,23.9545,2023-08-05T22:00:00Z,2023-08-05,NA,NA,NA,0,0,NA,NA,FALSE,50,47,4,3
2023-08-06T03:00:00Z,100,72.633,967.668,13.8,14.024,24.6885,2023-08-05T23:00:00Z,2023-08-05,NA,NA,NA,0,0,NA,NA,FALSE,50,47,4,3
2023-08-06T04:00:00Z,100,70.767,967.865,15.1,15.696,27.5925,2023-08-06T00:00:00Z,2023-08-06,MSC Meraviglia,MSC Cruises,Full Turn,5000,1536,No,No,TRUE,59,41,4,3
2023-08-06T05:00:00Z,100,69.7,968.009,16.4,17.033,30.7485,2023-08-06T01:00:00Z,2023-08-06,MSC Meraviglia,MSC Cruises,Full Turn,5000,1536,No,No,TRUE,59,41,4,3
2023-08-06T06:00:00Z,100,69,968.023,17.4,17.7405,33.153,2023-08-06T02:00:00Z,2023-08-06,MSC Meraviglia,MSC Cruises,Full Turn,5000,1536,No,No,TRUE,59,41,4,3
2023-08-06T07:00:00Z,100,67.633,968.028,17.4,17.5905,33.6805,2023-08-06T03:00:00Z,2023-08-06,MSC Meraviglia,MSC Cruises,Full Turn,5000,1536,No,No,TRUE,59,41,4,3
2023-08-06T08:00:00Z,100,67,968.091,16.7,16.9655,32.5765,2023-08-06T04:00:00Z,2023-08-06,MSC Meraviglia,MSC Cruises,Full Turn,5000,1536,No,No,TRUE,59,41,4,3
2023-08-06T09:00:00Z,100,65.733,968.293,16.5,16.573,32.632,2023-08-06T05:00:00Z,2023-08-06,MSC Meraviglia,MSC Cruises,Full Turn,5000,1536,No,No,TRUE,59,41,4,3
2023-08-06T10:00:00Z,100,64.666,968.486,16,16.0865,32.1735,2023-08-06T06:00:00Z,2023-08-06,MSC Meraviglia,MSC Cruises,Full Turn,5000,1536,No,No,TRUE,59,41,4,3
2023-08-06T11:00:00Z,100,66.044,968.698,16,15.968,31.6915,2023-08-06T07:00:00Z,2023-08-06,MSC Meraviglia,MSC Cruises,Full Turn,5000,1536,No,No,TRUE,59,41,4,3
2023-08-06T12:00:00Z,99.934,68.517,968.586,15.9,15.755,30.0615,2023-08-06T08:00:00Z,2023-08-06,MSC Meraviglia,MSC Cruises,Full Turn,5000,1536,No,No,TRUE,59,41,4,3
2023-08-06T13:00:00Z,79.467,75.041,968.286,14.8,14.41,26.648,2023-08-06T09:00:00Z,2023-08-06,MSC Meraviglia,MSC Cruises,Full Turn,5000,1536,No,No,TRUE,59,41,4,3
2023-08-06T14:00:00Z,41.433,86.7,967.716,15.9,15.168,27.4755,2023-08-06T10:00:00Z,2023-08-06,MSC Meraviglia,MSC Cruises,Full Turn,5000,1536,No,No,TRUE,59,41,4,3
2023-08-06T15:00:00Z,37.133,89.767,967.383,15,14.783,25.899,2023-08-06T11:00:00Z,2023-08-06,MSC Meraviglia,MSC Cruises,Full Turn,5000,1536,No,No,TRUE,59,41,4,3
2023-08-06T16:00:00Z,37.333,91.534,967.15,14.7,14.4,24.908,2023-08-06T12:00:00Z,2023-08-06,MSC Meraviglia,MSC Cruises,Full Turn,5000,1536,No,No,TRUE,59,41,4,3
2023-08-06T17:00:00Z,38.1,91.767,966.761,14.8,14.5005,25.2005,2023-08-06T13:00:00Z,2023-08-06,MSC Meraviglia,MSC Cruises,Full Turn,5000,1536,No,No,TRUE,59,41,4,3
2023-08-06T18:00:00Z,37.567,92.233,966.332,14.8,14.641,24.908,2023-08-06T14:00:00Z,2023-08-06,MSC Meraviglia,MSC Cruises,Full Turn,5000,1536,No,No,TRUE,59,41,4,3
2023-08-06T19:00:00Z,39.667,90.9,965.75,15.1,15.039,25.59,2023-08-06T15:00:00Z,2023-08-06,MSC Meraviglia,MSC Cruises,Full Turn,5000,1536,No,No,TRUE,59,41,4,3
2023-08-06T20:00:00Z,43.367,89.033,965.278,15.4,15.5415,26.3405,2023-08-06T16:00:00Z,2023-08-06,MSC Meraviglia,MSC Cruises,Full Turn,5000,1536,No,No,TRUE,59,41,4,3
2023-08-06T21:00:00Z,46.667,87.7,964.824,16.2,16.2495,27.8015,2023-08-06T17:00:00Z,2023-08-06,MSC Meraviglia,MSC Cruises,Full Turn,5000,1536,No,No,TRUE,59,41,4,3
2023-08-06T22:00:00Z,54.433,86.367,964.796,17.3,17.372,29.759,2023-08-06T18:00:00Z,2023-08-06,MSC Meraviglia,MSC Cruises,Full Turn,5000,1536,No,No,TRUE,59,41,4,3
2023-08-06T23:00:00Z,68.633,83.967,964.839,17.6,17.867,30.692,2023-08-06T19:00:00Z,2023-08-06,MSC Meraviglia,MSC Cruises,Full Turn,5000,1536,No,No,TRUE,59,41,4,3
2023-08-07T00:00:00Z,87.233,80.133,964.885,18,18.0385,31.3705,2023-08-06T20:00:00Z,2023-08-06,MSC Meraviglia,MSC Cruises,Full Turn,5000,1536,No,No,TRUE,59,41,4,3
2023-08-07T01:00:00Z,98.466,77.367,964.965,18.6,18.675,32.9435,2023-08-06T21:00:00Z,2023-08-06,MSC Meraviglia,MSC Cruises,Full Turn,5000,1536,No,No,TRUE,59,41,4,3
2023-08-07T02:00:00Z,100,76.1,964.825,19,19.0785,33.849,2023-08-06T22:00:00Z,2023-08-06,MSC Meraviglia,MSC Cruises,Full Turn,5000,1536,No,No,TRUE,59,41,4,3
2023-08-07T03:00:00Z,100,76.4,964.878,18.9,18.7715,33.37,2023-08-06T23:00:00Z,2023-08-06,MSC Meraviglia,MSC Cruises,Full Turn,5000,1536,No,No,TRUE,59,41,4,3
2023-08-07T04:00:00Z,99.934,77,964.367,18.6,18.552,32.92,2023-08-07T00:00:00Z,2023-08-07,NA,NA,NA,0,0,NA,NA,FALSE,62,42,4,2
2023-08-07T05:00:00Z,100,76.834,964.048,18.9,18.6865,33.2235,2023-08-07T01:00:00Z,2023-08-07,NA,NA,NA,0,0,NA,NA,FALSE,62,42,4,2
2023-08-07T06:00:00Z,100,76.034,963.677,19.2,18.987,34.2455,2023-08-07T02:00:00Z,2023-08-07,NA,NA,NA,0,0,NA,NA,FALSE,62,42,4,2
2023-08-07T07:00:00Z,100,75.2,963.025,16.9,16.6895,29.778,2023-08-07T03:00:00Z,2023-08-07,NA,NA,NA,0,0,NA,NA,FALSE,62,42,4,2
2023-08-07T08:00:00Z,100,73.8,962.429,9.5,9.4385,16.212,2023-08-07T04:00:00Z,2023-08-07,NA,NA,NA,0,0,NA,NA,FALSE,62,42,4,2
2023-08-07T09:00:00Z,100,73.867,962.336,5.7,5.691,9.4055,2023-08-07T05:00:00Z,2023-08-07,NA,NA,NA,0,0,NA,NA,FALSE,62,42,4,2
2023-08-07T10:00:00Z,100,73.834,962.389,4.3,4.1215,6.8945,2023-08-07T06:00:00Z,2023-08-07,NA,NA,NA,0,0,NA,NA,FALSE,62,42,4,2
2023-08-07T11:00:00Z,100,74.334,962.568,3.8,3.4835,5.91,2023-08-07T07:00:00Z,2023-08-07,NA,NA,NA,0,0,NA,NA,FALSE,62,42,4,2
2023-08-07T12:00:00Z,100,75.333,962.579,6.2,5.792,10.0945,2023-08-07T08:00:00Z,2023-08-07,NA,NA,NA,0,0,NA,NA,FALSE,62,42,4,2
2023-08-07T13:00:00Z,100,76.534,962.58,9.5,9.0555,15.7515,2023-08-07T09:00:00Z,2023-08-07,NA,NA,NA,0,0,NA,NA,FALSE,62,42,4,2
2023-08-07T14:00:00Z,100,77.533,962.443,9.1,8.915,14.915,2023-08-07T10:00:00Z,2023-08-07,NA,NA,NA,0,0,NA,NA,FALSE,62,42,4,2
2023-08-07T15:00:00Z,100,78.767,962.053,8.4,8.2925,13.551,2023-08-07T11:00:00Z,2023-08-07,NA,NA,NA,0,0,NA,NA,FALSE,62,42,4,2
2023-08-07T16:00:00Z,100,79.034,961.771,8.8,8.631,14.2805,2023-08-07T12:00:00Z,2023-08-07,NA,NA,NA,0,0,NA,NA,FALSE,62,42,4,2
2023-08-07T17:00:00Z,100,81.333,961.01,8.4,8.319,13.6045,2023-08-07T13:00:00Z,2023-08-07,NA,NA,NA,0,0,NA,NA,FALSE,62,42,4,2
2023-08-07T18:00:00Z,100,82.567,960.054,10.1,9.7125,16.346,2023-08-07T14:00:00Z,2023-08-07,NA,NA,NA,0,0,NA,NA,FALSE,62,42,4,2
2023-08-07T19:00:00Z,100,83.333,959.34,13.1,12.123,21.443,2023-08-07T15:00:00Z,2023-08-07,NA,NA,NA,0,0,NA,NA,FALSE,62,42,4,2
2023-08-07T20:00:00Z,100,83.3,958.438,15.2,14.2055,24.884,2023-08-07T16:00:00Z,2023-08-07,NA,NA,NA,0,0,NA,NA,FALSE,62,42,4,2
2023-08-07T21:00:00Z,100,82.133,958.391,15.5,15.1225,25.7205,2023-08-07T17:00:00Z,2023-08-07,NA,NA,NA,0,0,NA,NA,FALSE,62,42,4,2
2023-08-07T22:00:00Z,100,81,958.215,15.3,15.2695,25.3665,2023-08-07T18:00:00Z,2023-08-07,NA,NA,NA,0,0,NA,NA,FALSE,62,42,4,2
2023-08-07T23:00:00Z,100,78.466,957.591,8.3,8.313,13.546,2023-08-07T19:00:00Z,2023-08-07,NA,NA,NA,0,0,NA,NA,FALSE,62,42,4,2
2023-08-08T00:00:00Z,100,74.733,957.145,1.7,1.149,2.2705,2023-08-07T20:00:00Z,2023-08-07,NA,NA,NA,0,0,NA,NA,FALSE,62,42,4,2
2023-08-08T01:00:00Z,100,75.666,956.856,3.6,3.245,5.502,2023-08-07T21:00:00Z,2023-08-07,NA,NA,NA,0,0,NA,NA,FALSE,62,42,4,2
2023-08-08T02:00:00Z,100,75.934,956.314,3.2,2.8555,4.744,2023-08-07T22:00:00Z,2023-08-07,NA,NA,NA,0,0,NA,NA,FALSE,62,42,4,2
2023-08-08T03:00:00Z,100,75.067,956.023,1.8,1.3735,2.468,2023-08-07T23:00:00Z,2023-08-07,NA,NA,NA,0,0,NA,NA,FALSE,62,42,4,2
2023-08-08T04:00:00Z,100,73.7,956.286,1.9,1.607,2.5765,2023-08-08T00:00:00Z,2023-08-08,NA,NA,NA,0,0,NA,NA,FALSE,47,32,5,1
