time_stamp,humidity,temperature,pressure,pm2.5_alt,pm1.0_atm,pm10.0_atm,local_datetime,Date
2023-08-08T14:00:00Z,59.2,83.8,1004.113,6,7.3525,10.1635,2023-08-08T10:00:00Z,2023-08-08
2023-08-08T17:00:00Z,36.7,92.633,1002.877,1.8,1.6045,2.343,2023-08-08T13:00:00Z,2023-08-08
2023-08-08T22:00:00Z,41.1,86.067,1003.681,2.4,2.4675,3.5735,2023-08-08T18:00:00Z,2023-08-08
2023-08-08T12:00:00Z,61.8,82.333,1004.875,6.3,6.3995,11.191,2023-08-08T08:00:00Z,2023-08-08
2023-08-08T06:00:00Z,63.966,79.733,1005.832,1.9,1.6075,2.707,2023-08-08T02:00:00Z,2023-08-08
2023-08-08T15:00:00Z,44.6,90.5,1003.511,4.7,5.701,7.8175,2023-08-08T11:00:00Z,2023-08-08
2023-08-08T09:00:00Z,62.7,80.767,1004.678,2.7,2.581,4.402,2023-08-08T05:00:00Z,2023-08-08
2023-08-08T21:00:00Z,40.834,86.6,1003.841,3.3,3.5525,5.3205,2023-08-08T17:00:00Z,2023-08-08
2023-08-08T01:00:00Z,70.466,78.066,1008.505,1.9,1.244,3.0785,2023-08-07T21:00:00Z,2023-08-07
2023-08-08T07:00:00Z,64.2,80.2,1005.384,2.1,1.7915,3.307,2023-08-08T03:00:00Z,2023-08-08
2023-08-08T19:00:00Z,35.066,93.133,1003.117,2.4,2.596,3.428,2023-08-08T15:00:00Z,2023-08-08
2023-08-08T16:00:00Z,44.2,87.033,1003.224,2.5,3.0115,4.0925,2023-08-08T12:00:00Z,2023-08-08
2023-08-08T18:00:00Z,35.867,92.733,1002.785,2,2.0535,2.8065,2023-08-08T14:00:00Z,2023-08-08
2023-08-08T11:00:00Z,64.433,80.833,1005.061,4.4,4.498,7.885,2023-08-08T07:00:00Z,2023-08-08
2023-08-08T02:00:00Z,69,78.433,1007.299,1.7,1.193,2.322,2023-08-07T22:00:00Z,2023-08-07
2023-08-08T05:00:00Z,64.9,79.367,1006.508,1.8,1.5815,2.621,2023-08-08T01:00:00Z,2023-08-08
2023-08-08T08:00:00Z,63.133,81.034,1004.906,2.3,1.9795,3.7085,2023-08-08T04:00:00Z,2023-08-08
2023-08-08T03:00:00Z,67.367,78.4,1006.992,1.6,1.075,2.046,2023-08-07T23:00:00Z,2023-08-07
2023-08-08T23:00:00Z,45.2,82.233,1004.736,2.4,2.2465,3.814,2023-08-08T19:00:00Z,2023-08-08
2023-08-08T20:00:00Z,36.666,90.8,1003.545,2.2,2.124,3.154,2023-08-08T16:00:00Z,2023-08-08
2023-08-08T04:00:00Z,65.7,78.867,1006.733,1.7,1.3335,2.3265,2023-08-08T00:00:00Z,2023-08-08
2023-08-08T10:00:00Z,62.966,81.034,1004.988,5.6,5.478,10.397,2023-08-08T06:00:00Z,2023-08-08
2023-08-11T03:00:00Z,68.4,79.034,1003.574,21.5,20.823,35.495,2023-08-10T23:00:00Z,2023-08-10
2023-08-11T09:00:00Z,66.4,76.067,1006.485,18.4,18.653,31.127,2023-08-11T05:00:00Z,2023-08-11
2023-08-11T01:00:00Z,66,79.834,1003.327,22.7,21.207,37.4665,2023-08-10T21:00:00Z,2023-08-10
2023-08-11T19:00:00Z,25.566,101.733,1008.471,14.2,13.6015,20.7195,2023-08-11T15:00:00Z,2023-08-11
2023-08-11T05:00:00Z,64.633,78.534,1004.19,23.5,23.9065,36.901,2023-08-11T01:00:00Z,2023-08-11
2023-08-11T06:00:00Z,63.666,77.633,1004.63,15.9,16.2785,26.188,2023-08-11T02:00:00Z,2023-08-11
2023-08-11T14:00:00Z,48.034,84.367,1008.919,18.4,18.2425,30.8585,2023-08-11T10:00:00Z,2023-08-11
2023-08-11T17:00:00Z,27.566,101.1,1008.668,16.1,15.606,23.842,2023-08-11T13:00:00Z,2023-08-11
2023-08-11T07:00:00Z,64.934,77.1,1005.076,16.9,17.24,28.0385,2023-08-11T03:00:00Z,2023-08-11
2023-08-11T11:00:00Z,62.466,77.4,1008.042,19.8,19.5045,33.9875,2023-08-11T07:00:00Z,2023-08-11
2023-08-11T04:00:00Z,67.1,78.834,1003.835,17.1,17.461,28.025,2023-08-11T00:00:00Z,2023-08-11
2023-08-11T20:00:00Z,22.567,103.8,1008.404,12.1,11.663,17.456,2023-08-11T16:00:00Z,2023-08-11
2023-08-11T21:00:00Z,25.566,98.667,1008.703,11.8,11.3855,17.3535,2023-08-11T17:00:00Z,2023-08-11
2023-08-11T16:00:00Z,35.9,94.434,1008.769,18.7,18.1235,29.8995,2023-08-11T12:00:00Z,2023-08-11
2023-08-11T22:00:00Z,28.733,94.7,1008.956,11.7,11.3295,18.223,2023-08-11T18:00:00Z,2023-08-11
2023-08-11T18:00:00Z,25.767,102.433,1008.747,15.2,14.7075,21.962,2023-08-11T14:00:00Z,2023-08-11
2023-08-11T15:00:00Z,43.466,87.7,1009.092,19.3,18.766,32.301,2023-08-11T11:00:00Z,2023-08-11
2023-08-11T02:00:00Z,66.733,79.767,1003.494,23.6,21.705,39.3595,2023-08-10T22:00:00Z,2023-08-10
2023-08-11T00:00:00Z,65.066,80.1,1002.707,16.4,17.745,27.611,2023-08-10T20:00:00Z,2023-08-10
2023-08-11T13:00:00Z,55.334,80.667,1008.481,19.2,18.829,32.687,2023-08-11T09:00:00Z,2023-08-11
2023-08-11T10:00:00Z,64.834,76.333,1007.285,19.1,19.061,32.709,2023-08-11T06:00:00Z,2023-08-11
2023-08-11T08:00:00Z,65.5,76.633,1005.864,17.2,17.892,28.976,2023-08-11T04:00:00Z,2023-08-11
2023-08-11T12:00:00Z,58.334,79.233,1008.273,19.7,19.315,33.708,2023-08-11T08:00:00Z,2023-08-11
2023-08-11T23:00:00Z,32.1,92.233,1009.365,12.6,12.7705,20.182,2023-08-11T19:00:00Z,2023-08-11
