time_stamp,humidity,temperature,pressure,pm2.5_alt,pm1.0_atm,pm10.0_atm,local_datetime,Date
2023-09-19T13:00:00Z,62,65.3,986.418,4.1,3.826,6.8095,2023-09-19T09:00:00Z,2023-09-19
2023-09-19T20:00:00Z,40.034,75.733,987.471,3.4,3.253,5.412,2023-09-19T16:00:00Z,2023-09-19
2023-09-19T12:00:00Z,65.633,63.567,985.839,5,4.788,8.4085,2023-09-19T08:00:00Z,2023-09-19
2023-09-19T19:00:00Z,40.1,76,986.991,3.4,3.216,5.5015,2023-09-19T15:00:00Z,2023-09-19
2023-09-19T08:00:00Z,68.033,63,983.737,7.9,8.0065,13.837,2023-09-19T04:00:00Z,2023-09-19
2023-09-19T16:00:00Z,35.633,83.667,986.799,3.6,3.49,5.827,2023-09-19T12:00:00Z,2023-09-19
2023-09-19T07:00:00Z,68.567,62.966,983.368,7.3,7.5885,12.9315,2023-09-19T03:00:00Z,2023-09-19
2023-09-19T17:00:00Z,35.433,82.433,986.882,3.3,3.134,5.34,2023-09-19T13:00:00Z,2023-09-19
2023-09-19T04:00:00Z,69,64.7,982.884,5.6,6.0325,9.522,2023-09-19T00:00:00Z,2023-09-19
2023-09-19T09:00:00Z,67.633,63,984.286,7.9,8.0445,13.68,2023-09-19T05:00:00Z,2023-09-19
2023-09-19T11:00:00Z,67.6,62.966,985.694,6.9,6.9915,11.977,2023-09-19T07:00:00Z,2023-09-19
2023-09-19T06:00:00Z,68.6,63,983.317,6.1,6.475,10.6155,2023-09-19T02:00:00Z,2023-09-19
2023-09-19T05:00:00Z,68.7,63.867,983.141,5.9,6.336,9.988,2023-09-19T01:00:00Z,2023-09-19
2023-09-18T20:00:00Z,69.867,70.133,979.926,1.4,1,1.588,2023-09-18T16:00:00Z,2023-09-18
2023-09-18T05:00:00Z,70,70,983.851,4.8,4.924,8.221,2023-09-18T01:00:00Z,2023-09-18
2023-09-18T13:00:00Z,70.667,70.8,981.652,2.9,2.7725,4.671,2023-09-18T09:00:00Z,2023-09-18
2023-09-18T10:00:00Z,70.7,71,982.308,2.5,2.193,3.741,2023-09-18T06:00:00Z,2023-09-18
2023-09-18T09:00:00Z,70.966,70.4,982.229,1.7,1.2505,2.259,2023-09-18T05:00:00Z,2023-09-18
2023-09-18T16:00:00Z,70.533,71.833,981.244,2.6,2.29,3.8425,2023-09-18T12:00:00Z,2023-09-18
2023-09-18T22:00:00Z,70.233,68.367,980.253,1.5,0.8895,1.673,2023-09-18T18:00:00Z,2023-09-18
2023-09-18T01:00:00Z,67.267,71.133,985.107,6.8,7.2545,11.937,2023-09-17T21:00:00Z,2023-09-17
2023-09-18T08:00:00Z,70.966,70.1,982.44,2.1,1.989,3.06,2023-09-18T04:00:00Z,2023-09-18
2023-09-18T04:00:00Z,69.6,70,984.211,4.9,5.1255,8.34,2023-09-18T00:00:00Z,2023-09-18
2023-09-18T03:00:00Z,69.034,70,984.611,6,6.355,10.389,2023-09-17T23:00:00Z,2023-09-17
2023-09-18T07:00:00Z,71,70,982.851,3,3.0635,4.6365,2023-09-18T03:00:00Z,2023-09-18
2023-09-18T23:00:00Z,70.667,67.5,980.552,1.5,1.074,1.8795,2023-09-18T19:00:00Z,2023-09-18
2023-09-18T06:00:00Z,70.4,70,983.331,4.1,4.1825,6.8295,2023-09-18T02:00:00Z,2023-09-18
2023-09-18T14:00:00Z,70.267,71.7,981.712,2.5,2.1635,3.7145,2023-09-18T10:00:00Z,2023-09-18
2023-09-18T19:00:00Z,69.633,71.133,979.856,2.6,2.3875,3.8,2023-09-18T15:00:00Z,2023-09-18
2023-09-18T12:00:00Z,71.466,70,981.923,3,2.67,4.674,2023-09-18T08:00:00Z,2023-09-18
2023-09-18T11:00:00Z,70.966,70.1,982.216,2.7,2.46,4.1765,2023-09-18T07:00:00Z,2023-09-18
2023-09-18T00:00:00Z,66.7,72.333,985.393,5.4,5.807,9.386,2023-09-17T20:00:00Z,2023-09-17
2023-09-18T18:00:00Z,69.034,72.233,980.176,1.9,1.315,2.278,2023-09-18T14:00:00Z,2023-09-18
2023-09-18T02:00:00Z,68.3,70.4,984.885,7,7.5355,12.4335,2023-09-17T22:00:00Z,2023-09-17
2023-09-18T15:00:00Z,70.9,71.867,981.49,2.7,2.3315,3.967,2023-09-18T11:00:00Z,2023-09-18
2023-09-18T21:00:00Z,70.167,69.3,980.137,1.3,0.8205,1.452,2023-09-18T17:00:00Z,2023-09-18
